nom_subestacao_de,nom_subestacao_para,val_niveltensao_kv
CRUZEIRO SUL,FEIJO,230.0
FEIJO,RIO BRANCO I,230.0
RIO BRANCO I,TUCUMA,230.0
ARAPIRACA III,PENEDO,230.0
ARAPIRACA III,RIO LARGO II,230.0
MESSIAS,MACEIO,230.0
MESSIAS,MACEIO,230.0
MESSIAS,MACEIO II,230.0
MESSIAS,MACEIO II,230.0
MESSIAS,RIO LARGO II,230.0
MESSIAS,RIO LARGO II,230.0
MESSIAS,RIO LARGO II,230.0
MESSIAS,RIO LARGO II,230.0
RIO LARGO II,PENEDO,230.0
SANTANA II,ANGELIM,230.0
BALBINA,CRISTIANO ROCHA,230.0
BALBINA,LECHUGA,230.0
BALBINA,MANAUS,230.0
BALBINA,MANAUS,230.0
BALBINA,PR.FIGUEIREDO,230.0
CRISTIANO ROCHA,LECHUGA,230.0
CRISTIANO ROCHA,MANAUS,230.0
CRISTIANO ROCHA,PR.FIGUEIREDO,230.0
JORG.TEIXEIRA,LECHUGA,230.0
JORG.TEIXEIRA,LECHUGA,230.0
JORG.TEIXEIRA,LECHUGA,230.0
JORG.TEIXEIRA,MAUA III,230.0
JORG.TEIXEIRA,MAUA III,230.0
LECHUGA,MANAUS,230.0
LECHUGA,MANAUS,230.0
SE BALBINA,LECHUGA,230.0
SE BALBINA,PR.FIGUEIREDO,230.0
UTE MAUA 3,MAUA III,230.0
UTE MAUA 3,MAUA III,230.0
C.CALDEIRAO,FERREI.GOMES,230.0
FERREI.GOMES,MACAPA,230.0
LARANJAL,MACAPA,230.0
LARANJAL,MACAPA,230.0
LARANJAL,STO.ANT.JARI,230.0
MACAPA,MACAPA III,230.0
ALAGOINHAS II,CATU,230.0
ALAGOINHAS II,CICERO DANTAS,230.0
APOLONIO SALES,P.AFONSO III,230.0
APOLONIO SALES,P.AFONSO III,230.0
ARACAS,IGAPORA II,230.0
B.JESUS LAPA,BARREIRAS,230.0
B.JESUS LAPA,BROTAS.MACAUBAS,230.0
B.JESUS LAPA,TABOCAS BRJ VLH,230.0
BABILONIA SUL,OUROLANDIA II,230.0
BARREIRAS,BARREIRAS II,230.0
BARREIRAS,BARREIRAS II,230.0
BARREIRAS,BARREIRAS II,230.0
BARREIRAS,RIO GRANDE II,230.0
BARREIRAS,RIO GRANDE II,230.0
BARREIRAS II,DIANOPOLIS II,230.0
BARREIRAS II,RIO GRANDE II,230.0
BARREIRAS II,TABOCAS BRJ VLH,230.0
BOM.JES.LAPA II,B.JESUS LAPA,230.0
BOM.JES.LAPA II,B.JESUS LAPA,230.0
BOM.JES.LAPA II,IGAPORA II,230.0
BROTAS.MACAUBAS,GENTIO OURO II,230.0
BROTAS.MACAUBAS,IRECE,230.0
BRUMADO II,CRISTALANDIA,230.0
BRUMADO II,FUNIL,230.0
BRUMADO II,IBICOARA,230.0
BRUMADO II,POCOES II,230.0
CAETITE 123,IGAPORA II,230.0
CAETITE A,IGAPORA II,230.0
CAMACARI II,COTEGIPE,230.0
CAMACARI II,COTEGIPE,230.0
CAMACARI II,G.MANGABEIRA,230.0
CAMACARI II,G.MANGABEIRA,230.0
CAMACARI II,JACARACANGA,230.0
CAMACARI II,JACARACANGA,230.0
CAMACARI II,MATATU,230.0
CAMACARI II,PITUACU,230.0
CAMACARI II,PITUACU,230.0
CAMACARI II,POLO,230.0
CAMACARI II,POLO,230.0
CAMACARI II,TOMBA,230.0
CAMACARI II,US.CAMACARI,230.0
CAMACARI II,FORD,230.0
CAMACARI IV,COTEGIPE,230.0
CAMACARI IV,JACARACANGA,230.0
CAMACARI IV,JACARACANGA,230.0
CAMACARI IV,PIRAJA,230.0
CAMACARI IV,PIRAJA,230.0
CAMACARI IV,PITUACU,230.0
CAMACARI IV,POLO,230.0
CAMACARI IV,POLO,230.0
CAMPO FORMOSO,IRECE,230.0
CAMPO FORMOSO,SR.BONFIM II,230.0
CAMPO LARGO,OUROLANDIA II,230.0
CAMPO LARGO,OUROLANDIA II,230.0
CATU,CAMACARI II,230.0
CATU,CAMACARI II,230.0
CATU,CAMACARI IV,230.0
CATU,CAMACARI IV,230.0
CATU,G.MANGABEIRA,230.0
CICERO DANTAS,CATU,230.0
CICERO DANTAS,CATU,230.0
COTEGIPE,JACARACANGA,230.0
COTEGIPE,MATATU,230.0
COTEGIPE,R.D.MANGANES,230.0
COTEGIPE,SIBRA,230.0
COTEGIPE,USIBA,230.0
DELFINA,JUAZEIRO II,230.0
EUNAPOLIS,TEIX FREITAS II,230.0
EUNAPOLIS,TEIX FREITAS II,230.0
F. SANTANA III,CAMACARI II,230.0
FOLHA LARGA,SR.BONFIM II,230.0
FOLHA LARGA SUL,FOLHA LARGA,230.0
FORD,POLO,230.0
FORD,POLO,230.0
FORD,CAMACARI II,230.0
FORD,CAMACARI II,230.0
FUNIL,ITAGIBA,230.0
FUNIL,ITAPEBI SE,230.0
FUNIL,ITAPEBI SE,230.0
FUNIL,POCOES II,230.0
FUNIL,EUNAPOLIS,230.0
FUNIL,EUNAPOLIS,230.0
G.MANGABEIRA,F. SANTANA III,230.0
G.MANGABEIRA,SAPEACU,230.0
G.MANGABEIRA,SAPEACU,230.0
G.MANGABEIRA,SAPEACU,230.0
G.MANGABEIRA,FUNIL,230.0
G.MANGABEIRA,FUNIL,230.0
G.MANGABEIRA,FUNIL,230.0
GENTIO OURO I,IRECE,230.0
GLOBAL,JACARACANGA,230.0
IGAPORA II,IGAPORA III,230.0
IGAPORA II,IGAPORA III,230.0
IGAPORA III,PINDAI II,230.0
IGAPORA III,PINDAI II,230.0
IGAPORA III,PINDAI II,230.0
IRECE,B.JESUS LAPA,230.0
IRECE,MORRO CHAPEU II,230.0
IRECE,OUROLANDIA II,230.0
ITABUNA III,FUNIL,230.0
ITABUNA III,ITAPEBI SE,230.0
ITAGIBA,BRUMADO II,230.0
ITAGIBA,POCOES II,230.0
ITAPEBI SE,EUNAPOLIS,230.0
ITAPEBI SE,EUNAPOLIS,230.0
JACARACANGA,NOVELIS,230.0
JAGUARARI-SE,JUAZEIRO II,230.0
JAGUARARI-SE,SR.BONFIM II,230.0
JUAZEIRO II,JUAZEIRO III,230.0
JUAZEIRO II,SR.BONFIM II,230.0
JUAZEIRO II,SR.BONFIM II,230.0
MEDEIROS NETOII,TEIX FREITAS II,230.0
MEDEIROS NETOII,TEIX FREITAS II,230.0
MORRAO,IGAPORA II,230.0
OUROLANDIA II,CAMPO FORMOSO,230.0
P. AFONSO II,ABAIXADORA,230.0
P. AFONSO IV_SE,P.AFONSO III,230.0
P. AFONSO IV_SE,P.AFONSO III,230.0
P.AFONSO III,ANGELIM,230.0
P.AFONSO III,ANGELIM,230.0
P.AFONSO III,ANGELIM,230.0
P.AFONSO III,ANGELIM,230.0
P.AFONSO III,BOM NOME,230.0
P.AFONSO III,BOM NOME,230.0
P.AFONSO III,BOM NOME,230.0
P.AFONSO III,CICERO DANTAS,230.0
P.AFONSO III,CICERO DANTAS,230.0
P.AFONSO III,ITABAIANA,230.0
P.AFONSO III,ITABAIANA,230.0
P.AFONSO III,P. AFONSO I,230.0
P.AFONSO III,P. AFONSO I,230.0
P.AFONSO III,P. AFONSO II,230.0
P.AFONSO III,P. AFONSO II,230.0
P.AFONSO III,P. AFONSO II,230.0
P.AFONSO III,P. AFONSO III,230.0
P.AFONSO III,P. AFONSO III,230.0
P.AFONSO III,P. AFONSO III,230.0
P.AFONSO III,P. AFONSO III,230.0
P.AFONSO III,SANTANA II,230.0
P.AFONSO III,TACARATU,230.0
P.AFONSO III,ZEBU,230.0
P.AFONSO III,ZEBU,230.0
P.AFONSO III,MILAGRES,230.0
P.AFONSO III,MILAGRES,230.0
P.DO CAVALO,G.MANGABEIRA,230.0
PITUACU,NARANDIBA,230.0
PITUACU,NARANDIBA,230.0
POCOES II,POCOES III,230.0
POCOES II,POCOES III,230.0
RIO DAS EGUAS,RIO FORMOSO II,230.0
RIO DAS EGUAS,RIO FORMOSO II,230.0
RIO DAS EGUAS,RIO GRANDE II,230.0
SAPEACU,FUNIL,230.0
SAPEACU,STO.A.JESUS,230.0
SAPEACU,STO.A.JESUS,230.0
SAPEACU,FUNIL,230.0
SAPEACU,FUNIL,230.0
SR.BONFIM II,IRECE,230.0
STO.A.JESUS,FUNIL,230.0
STO.A.JESUS,FUNIL,230.0
TERMOBAHIA,JACARACANGA,230.0
TERMOBAHIA,JACARACANGA,230.0
TOMBA,G.MANGABEIRA,230.0
TOMBA,G.MANGABEIRA,230.0
U.SOBRADINHO,JUAZEIRO II,230.0
U.SOBRADINHO,JUAZEIRO II,230.0
UTE APOENA,POLO,230.0
UTE GLOBAL I,GLOBAL,230.0
UTE GLOBAL I,GLOBAL,230.0
UTE GLOBAL II,GLOBAL,230.0
UTE GLOBAL II,GLOBAL,230.0
UTE GUARANI,POLO,230.0
UTE PROSPERIDAD,CAMACARI IV,230.0
ABAIARA,BOM NOME,230.0
ABAIARA,MILAGRES,230.0
ACARAU II,ACARAU III,230.0
ACARAU II,ACARAU III,230.0
ACARAU II,ITAREMA V,230.0
ACARAU II,SOBRAL III,230.0
ACARAU II,SOBRAL III,230.0
ALEX,MOSSORO II,230.0
AQUIRAZ II,BANABUIU,230.0
AQUIRAZ II,BANABUIU,230.0
AQUIRAZ II,BANABUIU,230.0
AQUIRAZ II,FORTALEZA,230.0
AQUIRAZ II,FORTALEZA,230.0
AQUIRAZ II,FORTALEZA,230.0
ARACATI II,RUSSAS II,230.0
BANABUIU,ALEX,230.0
BANABUIU,FORTALEZA,230.0
BANABUIU,FORTALEZA,230.0
BANABUIU,ICO,230.0
BANABUIU,MOSSORO II,230.0
BANABUIU,MOSSORO II,230.0
BANABUIU,RUSSAS II,230.0
BANABUIU,RUSSAS II,230.0
BANABUIU,DELM. GOUVEIA,230.0
BANABUIU,FORTALEZA,230.0
BANABUIU,FORTALEZA II,230.0
BANABUIU,FORTALEZA II,230.0
CALCARIO,QUIXERE,230.0
CAUIPE,FORTALEZA II,230.0
CAUIPE,FORTALEZA II,230.0
CAUIPE,FORTALEZA II,230.0
CAUIPE,MARACANAU II,230.0
CAUIPE,SOBRAL II,230.0
CRATO II,MILAGRES,230.0
CRATO II,TAUA II,230.0
DELM. GOUVEIA,FORTALEZA II,230.0
DELM. GOUVEIA,FORTALEZA II,230.0
ENERGIA PECEM,PECEM II,230.0
ENERGIA PECEM,PECEM II,230.0
ENERGIA PECEM,PECEM II,230.0
ENERGIA PECEM,CAUIPE,230.0
FORTALEZA,FORTALEZA II,230.0
FORTALEZA,FORTALEZA II,230.0
FORTALEZA,FORTALEZA II,230.0
FORTALEZA,CAUIPE,230.0
FORTALEZA,DELM. GOUVEIA,230.0
FORTALEZA II,MARACANAU II,230.0
FORTALEZA II,PICI II,230.0
FORTALEZA II,PICI II,230.0
IBIAPINA II,MARANGATU,230.0
IBIAPINA II,PIRIPIRI,230.0
IBIAPINA II,PIRIPIRI,230.0
IBIAPINA II,SOBRAL II,230.0
IBIAPINA II,TIANGUA II,230.0
IBIAPINA II,TIANGUA II,230.0
ICARAI,SOBRAL III,230.0
ICARAIZINHO SE,MASSAPE II,230.0
ICO,MILAGRES,230.0
JAGUARUANA II,MOSSORO IV,230.0
JAGUARUANA II,MOSSORO IV,230.0
JAGUARUANA II,RUSSAS II,230.0
JANDAIA,RUSSAS II,230.0
MASSAPE II,SOBRAL III,230.0
MAURITI II,BOM NOME,230.0
MAURITI II,MILAGRES,230.0
MILAGRES,BANABUIU,230.0
MILAGRES,BANABUIU,230.0
MILAGRES,BANABUIU,230.0
MILAGRES,COREMAS,230.0
MILAGRES,COREMAS,230.0
MILAGRES,TAUA II,230.0
MILAGRES,BANABUIU,230.0
MILAGRES,BANABUIU,230.0
PITOMBEIRA,RUSSAS II,230.0
PORTO PECEM I,ENERGIA PECEM,230.0
PORTO PECEM I,ENERGIA PECEM,230.0
PORTO PECEM II,ENERGIA PECEM,230.0
PRAIA FORMOS SE,MASSAPE II,230.0
QUIXERE,RUSSAS II,230.0
RUSSAS II,MOSSORO II,230.0
SOBRAL II,SOBRAL III,230.0
SOBRAL II,SOBRAL III,230.0
SOBRAL II,FORTALEZA,230.0
UT. FORTALEZA,CAUIPE,230.0
UT. FORTALEZA,CAUIPE,230.0
UT.TERMOCEARA,CAUIPE,230.0
UT.TERMOCEARA,CAUIPE,230.0
BRAS. GERAL,BRAS. SUL,230.0
BRAS. GERAL,BRAS. SUL,230.0
BRAS. GERAL,BRAS. SUL,230.0
BRAS. GERAL,PIRINEUS,230.0
BRAS. GERAL,XAVANTES,230.0
BRAS. SUL,AGUAS LINDAS,230.0
BRAS. SUL,PIRINEUS,230.0
LINHARES,MASCARENHAS,230.0
LINHARES,SAO MATEUS 2,230.0
MASCARENHAS,VERONA,230.0
ANHANGUERA,BANDEIRANTES,230.0
ANHANGUERA,BANDEIRANTES,230.0
ANHANGUERA,C. DOURADA,230.0
ANHANGUERA,C. DOURADA,230.0
ANHANGUERA,CARAJAS,230.0
ANHANGUERA,CARAJAS,230.0
ANHANGUERA,FIRMINOPOLIS,230.0
ANHANGUERA,GOIANIA LESTE,230.0
ANHANGUERA,PALMEIRAS,230.0
ASOLO 2,EDEIA,230.0
BAR.COQUEIROS,QUIRINOPOLIS2,230.0
BAR.COQUEIROS,SALTO,230.0
BAR.COQUEIROS,UH BCOQUEIROS,230.0
BAR.COQUEIROS,UHE CACU,230.0
BARRO ALTO,AGUAS LINDAS,230.0
BARRO ALTO,BRAS. SUL,230.0
BARRO ALTO,NIQUELANDIA,230.0
BARRO ALTO,NIQUELANDIA,230.0
C. DOURADA,ASOLO 2,230.0
C. DOURADA,PLANALTO,230.0
CANA BRAVA,S.DA MESA,230.0
CANA BRAVA,S.DA MESA,230.0
CANA BRAVA,SAO SALVADOR,230.0
CARAJAS,PALMEIRAS,230.0
CARAJAS,TRINDADE,230.0
EDEIA,C. DOURADA,230.0
EDEIA,PALMEIRAS,230.0
FIRMINOPOLIS,PALMEIRAS,230.0
FIRMINOPOLIS,TRINDADE,230.0
GOIANIA II,BANDEIRANTES,230.0
GOIANIA LESTE,XAVANTES,230.0
ITAGUACU,BAR.COQUEIROS,230.0
ITAGUACU,JLM.G.PEREIRA,230.0
ITAGUACU,S.R.VERDINHO,230.0
ITAPACI,BARRO ALTO,230.0
ITAPACI,BARRO ALTO,230.0
JATAI,R.VERDE NORTE,230.0
JATAI,R.VERDE NORTE,230.0
PALMEIRAS,PALMEIRAS GO,230.0
PARANAIBA,ITUMBIARA,230.0
PARANAIBA,ITUMBIARA,230.0
PIRINEUS,XAVANTES,230.0
PIRINEUS,XAVANTES,230.0
PLANALTO,ANHANGUERA,230.0
RIO CLARO 2,RIO VERDE FUR,230.0
RIO CLARO 2,RONDONOPOLIS,230.0
RIO VERDE FUR,BARRA PEIXE,230.0
RIO VERDE FUR,BARRA PEIXE,230.0
RIO VERDE FUR,C. DOURADA,230.0
RIO VERDE FUR,RONDONOPOLIS,230.0
RIO VERDE FUR,RONDONOPOLIS,230.0
S.DA MESA,NIQUELANDIA,230.0
S.DA MESA,NIQUELANDIA,230.0
TRINDADE,XAVANTES,230.0
TRINDADE,XAVANTES,230.0
XAVANTES,BANDEIRANTES,230.0
XAVANTES,BANDEIRANTES,230.0
ACAILANDIA,DOM ELISEU II,230.0
ACAILANDIA,DOM ELISEU II,230.0
BALSAS,RIB.GONCALVES,230.0
BALSAS,RIB.GONCALVES,230.0
CAXIAS II,COELHO NETO,230.0
CAXIAS II,PERITORO,230.0
CHAPADINHA II,COELHO NETO,230.0
CHAPADINHA II,MIRANDA II,230.0
COELHO NETO,PERITORO,230.0
ENCRUZO NOVO,MIRANDA II,230.0
GERANORTE,MIRANDA II,230.0
IMPERATRIZ,PORTO FRANCO,230.0
IMPERATRIZ,PORTO FRANCO,230.0
MIRANDA,MIRANDA II,230.0
MIRANDA,PERITORO,230.0
MIRANDA II,PERITORO,230.0
P.DUTRA,PERITORO,230.0
PERITORO,TERESINA,230.0
SAO LUIS II,MIRANDA II,230.0
SAO LUIS II,SAO LUIS I,230.0
SAO LUIS II,SAO LUIS I,230.0
SAO LUIS II,SAO LUIS III,230.0
SAO LUIS II,SAO LUIS III,230.0
SAO LUIS II,SAO LUIS IV,230.0
SAO LUIS II,MIRANDA,230.0
UT.POR.ITAQUI,SAO LUIS II,230.0
UT.POR.ITAQUI,SAO LUIS IV,230.0
AIMORES-SE,AIMORES,230.0
AIMORES-SE,AIMORES,230.0
AIMORES-SE,AIMORES,230.0
AIMORES-SE,CONSE. PENA,230.0
AIMORES-SE,MASCARENHAS,230.0
AIMORES-SE,MASCARENHAS,230.0
APERAM,IPATINGA 1,230.0
APERAM,TIMOTEO 2,230.0
ARACUAI 2,IRAPE-SE,230.0
ARACUAI 2,IRAPE-SE,230.0
BAGUARI-SE,BAGUARI,230.0
BAGUARI-SE,BAGUARI,230.0
BAGUARI-SE,BAGUARI,230.0
BAGUARI-SE,BAGUARI,230.0
BAGUARI-SE,G.VALADARES 2,230.0
BAGUARI-SE,MESQUITA,230.0
BARAO COCAIS2,BARAO COCAIS3,230.0
BARAO COCAIS2,J.MONLEVADE 2,230.0
BARAO COCAIS2,TAQUARIL,230.0
BARAO COCAIS3,J.MONLEVADE 2,230.0
BRAUNAS,ITABIRA 2,230.0
BRAUNAS,PORTO ESTRELA,230.0
CONSE. PENA,G.VALADARES 2,230.0
CONSE. PENA,MASCARENHAS,230.0
G.VALADARES 2,MESQUITA,230.0
G.VALADARES 2,MESQUITA,230.0
G.VALADARES 6,CONSE. PENA,230.0
G.VALADARES 6,G.VALADARES 2,230.0
G.VALADARES 6,G.VALADARES 2,230.0
G.VALADARES 6,MESQUITA,230.0
GUIL AMORIM-SE,IPATINGA 1,230.0
GUIL AMORIM-SE,NOVA ERA 2,230.0
IPATINGA 1,ITABIRA 2,230.0
IPATINGA 1,MESQUITA,230.0
IPATINGA 1,MESQUITA,230.0
IPATINGA 1,MESQUITA,230.0
IPATINGA 1,PORTO ESTRELA,230.0
IPATINGA 1,TIMOTEO 2,230.0
IRAPE-SE,JANAUBA 3,230.0
ITABIRA 2,ITABIRA 4,230.0
ITABIRA 2,ITABIRA 5,230.0
ITABIRA 2,ITABIRA 5,230.0
ITABIRA 2,ITABIRA 5,230.0
ITABIRA 2,J.MONLEVADE 2,230.0
ITABIRA 2,J.MONLEVADE 4,230.0
ITABIRA 2,NOVA ERA 2,230.0
ITABIRA 2,PORTO ESTRELA,230.0
ITABIRA 2,SABARA 3,230.0
ITABIRA 2,TAQUARIL,230.0
ITABIRA 2,TAQUARIL,230.0
ITABIRA 4,ITABIRA 5,230.0
ITABIRA 4,TAQUARIL,230.0
ITABIRA 5,SABARA 3,230.0
ITUMBIARA,C. DOURADA,230.0
ITUMBIARA,RIO VERDE FUR,230.0
ITUMBIARA,RIO VERDE FUR,230.0
J.MONLEVADE 2,J.MONLEVADE 4,230.0
JANAUBA 3,JAIBA,230.0
JANAUBA 3,JAIBA,230.0
MESQUITA,PORTO ESTRELA,230.0
MESQUITA,TIMOTEO 2,230.0
MESQUITA,USIMINAS,230.0
MESQUITA,USIMINAS,230.0
SABARA 3,TAQUARIL,230.0
TAQUARIL,BARAO COCAIS3,230.0
ANASTACIO,CORUMBA 2,230.0
ANASTACIO,CORUMBA 2,230.0
ANASTACIO,DOURADOS,230.0
ANASTACIO,SIDROLANDIA 2,230.0
CAMPO GRANDE2,CHAPADAO,230.0
CAMPO GRANDE2,IMBIRUSSU,230.0
CAMPO GRANDE2,IMBIRUSSU,230.0
CAMPO GRANDE2,PARAISO 2,230.0
CAMPO GRANDE2,PARAISO 2,230.0
CAMPO GRANDE2,RIO BRILHANTE,230.0
CHAPADAO,IMBIRUSSU,230.0
CHAPADAO,INOCENCIA,230.0
CHAPADAO,INOCENCIA,230.0
CHAPADAO,INOCENCIA,230.0
CHAPADAO,JATAI,230.0
CHAPADAO,JATAI,230.0
CHAPADAO,PARAISO 2,230.0
CHAPADAO,PARAISO 2,230.0
DOURADOS,DOURADOS 2,230.0
DOURADOS,DOURADOS 2,230.0
DOURADOS,GUAIRA,230.0
DOURADOS,IVINHEMA 2,230.0
DOURADOS 2,IVINHEMA 2,230.0
DOURADOS 2,RIO BRILHANTE,230.0
IL.SOLTEIRA 2,INOCENCIA,230.0
IL.SOLTEIRA 2,INOCENCIA,230.0
IL.SOLTEIRA 2,INOCENCIA,230.0
IMBIRUSSU,RIO BRILHANTE,230.0
IMBIRUSSU,SIDROLANDIA 2,230.0
IVINHEMA 2,N.P.PRIMAVERA,230.0
IVINHEMA 2,N.P.PRIMAVERA,230.0
BARRA PEIXE,RONDONOPOLIS,230.0
BARRA PEIXE,RONDONOPOLIS,230.0
BRASNORTE,JUINA,230.0
BRASNORTE,JUINA,230.0
BRASNORTE,NOVA MUTUM,230.0
BRASNORTE,NOVA MUTUM,230.0
BRASNORTE,PARECIS,230.0
BRASNORTE,PARECIS,230.0
CANARANA,PARANATINGA,230.0
COXIPO,NOBRES,230.0
COXIPO,SE CUIABA,230.0
COXIPO,SE CUIABA,230.0
COXIPO,VARZ.GRANDE 2,230.0
COXIPO,VARZ.GRANDE 2,230.0
COXIPO,NOVA MUTUM,230.0
COXIPO,SINOP,230.0
DARDANELOS,JUINA,230.0
DARDANELOS,JUINA,230.0
ITIQUIRA I,ITIQUIRA II,230.0
ITIQUIRA I,ITIQUIRA II,230.0
ITIQUIRA I,RONDONOPOLIS,230.0
JAURU,COXIPO,230.0
JAURU,JUBA,230.0
JAURU,JUBA,230.0
JAURU,VARZ.GRANDE 2,230.0
JAURU,VARZ.GRANDE 2,230.0
JAURU,COXIPO,230.0
JUBA,BRASNORTE,230.0
JUBA,BRASNORTE,230.0
L.D.RIO VERDE,SORRISO,230.0
MANSO,NOBRES,230.0
NOBRES,NOVA MUTUM,230.0
NOBRES,NOVA MUTUM,230.0
NOBRES,SINOP,230.0
NOVA MUTUM,L.D.RIO VERDE,230.0
NOVA MUTUM,SORRISO,230.0
NOVA MUTUM,SINOP,230.0
NOVA MUTUM,SORRISO,230.0
PONTE PEDRA,RONDONOPOLIS,230.0
RIBEIRAOZINHO,BARRA PEIXE,230.0
RIBEIRAOZINHO,BARRA PEIXE,230.0
RONDONOPOLIS,COXIPO,230.0
RONDONOPOLIS,COXIPO,230.0
SE CUIABA,NOBRES,230.0
SE CUIABA,RONDONOPOLIS,230.0
SINOP,SORRISO,230.0
SINOP,SORRISO,230.0
SINOP,SORRISO II,230.0
SORRISO II,SORRISO,230.0
ALTAMIRA,RUROPOLIS,230.0
ALTAMIRA,SE PIMENTAL,230.0
ALTAMIRA,TRANSAMAZONIC,230.0
ALTAMIRA,TRANSAMAZONIC,230.0
ALTAMIRA,XINGU,230.0
CARAJAS,INTEGRADORA,230.0
CARAJAS,INTEGRADORA,230.0
CARAJAS,INTEGRADORA,230.0
CARAJAS,MARABA,230.0
CASTANHAL,MARITUBA,230.0
CASTANHAL,SANTA MARIA,230.0
CASTANHAL,SANTA MARIA,230.0
CASTANHAL,UTINGA,230.0
CASTANHAL,VILA DO CONDE,230.0
GUAMA,MARITUBA,230.0
GUAMA,MARITUBA,230.0
GUAMA,UTINGA,230.0
GUAMA,UTINGA,230.0
INTEGRADORA,ONCA PUMA,230.0
INTEGRADORA,ONCA PUMA,230.0
INTEGRADORA,XINGUARA 2,230.0
INTEGRADORA,XINGUARA 2,230.0
ITACAIUNAS,CARAJAS,230.0
ITACAIUNAS,CARAJAS,230.0
ITACAIUNAS,CARAJAS,230.0
JURUPARI,LARANJAL,230.0
JURUPARI,LARANJAL,230.0
JURUPARI,LARANJAL,230.0
JURUTI,PARINTINS,230.0
JURUTI,PARINTINS,230.0
MARITUBA,UTINGA,230.0
MARITUBA,UTINGA,230.0
MARITUBA,UTINGA,230.0
MARITUBA,UTINGA,230.0
MIRAMAR,UTINGA,230.0
MIRAMAR,UTINGA,230.0
ORIXIMINA,JURUTI,230.0
ORIXIMINA,JURUTI,230.0
RUROPOLIS,TRANSAMAZONIC,230.0
SANT. ARAGUAIA,XINGUARA 2,230.0
SANT. ARAGUAIA,XINGUARA 2,230.0
TAPAJOS II,TRANSAMAZONIC,230.0
TOME ACU,VILA DO CONDE,230.0
TUCURUI,ALTAMIRA,230.0
UHE PIMENTAL,SE PIMENTAL,230.0
UHE PIMENTAL,SE PIMENTAL,230.0
UHE PIMENTAL,SE PIMENTAL,230.0
UT NT BARCARENA,VILA DO CONDE,230.0
UTINGA,SANTA MARIA,230.0
VILA DO CONDE,GUAMA,230.0
VILA DO CONDE,GUAMA,230.0
VILA DO CONDE,SANTA MARIA,230.0
C.GRANDE II,C.GRANDE III,230.0
C.GRANDE II,C.GRANDE III,230.0
C.GRANDE II,C.GRANDE III,230.0
C.GRANDE II,COTEMINAS,230.0
C.GRANDE II,EXTREMOZ II,230.0
C.GRANDE II,MIRUEIRA,230.0
C.GRANDE II,NATAL II,230.0
C.GRANDE II,NATAL III,230.0
C.GRANDE II,NATAL III,230.0
C.GRANDE II,PARAISO,230.0
C.GRANDE II,PARAISO,230.0
C.GRANDE II,UT.CAM.GRANDE,230.0
C.GRANDE II,NATAL II,230.0
C.GRANDE II,NATAL II,230.0
C.GRANDE II,NATAL II,230.0
C.GRANDE III,EXTREMOZ II,230.0
C.GRANDE III,EXTREMOZ II,230.0
C.GRANDE III,NATAL III,230.0
COREMAS,RIO ALTO,230.0
EPASA,MUSSURE II,230.0
EPASA,TERMONORDESTE,230.0
EPASA,TERMOPARAIBA,230.0
JOAO PESSOA II,MUSSURE II,230.0
JOAO PESSOA II,MUSSURE II,230.0
JOAO PESSOA II,SANTA RITA II,230.0
JOAO PESSOA II,SANTA RITA II,230.0
MUSSURE II,NORFIL,230.0
MUSSURE II,SANTA RITA II,230.0
RIACHAO II,C.GRANDE III,230.0
RIACHAO II,EXTREMOZ II,230.0
ALDEIA,PAU FERRO,230.0
ALDEIA,TERMOMANAUS,230.0
ALDEIA,UTE P.FERRO 1,230.0
ANGELIM,C.GRANDE II,230.0
ANGELIM,GARANHUNS II,230.0
ANGELIM,GARANHUNS II,230.0
ANGELIM,GARANHUNS II,230.0
ANGELIM,MESSIAS,230.0
ANGELIM,MESSIAS,230.0
ANGELIM,MESSIAS,230.0
ANGELIM,RECIFE II,230.0
ANGELIM,RECIFE II,230.0
ANGELIM,RECIFE II,230.0
ANGELIM,RIBEIRAO,230.0
ANGELIM,RIBEIRAO,230.0
ANGELIM,TACAIMBO,230.0
ANGELIM,TACAIMBO,230.0
ANGELIM,TACAIMBO,230.0
ARCOVERDE II,CAETES II,230.0
ARCOVERDE II,GARANHUNS II,230.0
BOM NOME,FLORESTA II,230.0
BOM NOME,MILAGRES,230.0
BOM NOME,MILAGRES,230.0
BOM NOME,MILAGRES,230.0
BOM NOME,TACARATU,230.0
BOM NOME,MILAGRES,230.0
BONGI,JOAIRAM,230.0
BONGI,JOAIRAM,230.0
BONGI,JOAIRAM,230.0
CAETES II,GARANHUNS II,230.0
CAM. MURICY II,ALDEIA,230.0
FLORESTA II,P.AFONSO III,230.0
GARANHUNS II,P.AFONSO III,230.0
GARANHUNS II,P.AFONSO III,230.0
GARANHUNS II,P.AFONSO III,230.0
GARANHUNS II,PARANATAMA,230.0
GOIANINHA,C.GRANDE II,230.0
GOIANINHA,JOAO PESSOA II,230.0
GOIANINHA,JOAO PESSOA II,230.0
GOIANINHA,MUSSURE II,230.0
GOIANINHA,MUSSURE II,230.0
GOIANINHA,MUSSURE II,230.0
GOIANINHA,NORFIL,230.0
GOIANINHA,PAU FERRO,230.0
GOIANINHA,SANTA RITA II,230.0
JABOATAO II,PIRAPAMA II,230.0
JABOATAO II,RECIFE II,230.0
LAGOA DO CARRO,COTEMINAS,230.0
