nom_subestacao_de,nom_subestacao_para,val_niveltensao_kv
ESTREITO,L.C.BARRETO,345.0
ESTREITO,L.C.BARRETO,345.0
ESTREITO,M. MORAES,345.0
FURNAS,ITUTINGA,345.0
FURNAS,ITUTINGA,345.0
FURNAS,L.C.BARRETO,345.0
FURNAS,M. MORAES,345.0
FURNAS,PIMENTA,345.0
FURNAS,PIMENTA,345.0
FURNAS,POCOS CALDAS,345.0
FURNAS,POCOS CALDAS,345.0
FURNAS,VARGINHA 4,345.0
GERDAU O.BRANCO,ITABIRITO 2,345.0
ITABIRITO 2,JECEABA,345.0
ITABIRITO 2,JECEABA,345.0
ITABIRITO 2,OURO PRETO 2,345.0
ITUMBIARA,BANDEIRANTES,345.0
ITUMBIARA,BANDEIRANTES,345.0
ITUMBIARA,MONTE ALEGRE2,345.0
ITUMBIARA,P. COLOMBIA,345.0
ITUTINGA,JECEABA,345.0
ITUTINGA,JUIZ DE FORA1,345.0
ITUTINGA,VARGINHA 4,345.0
ITUTINGA-SE,ITUTINGA,345.0
ITUTINGA-SE,ITUTINGA,345.0
JAGUARA-345,L.C.BARRETO,345.0
JAGUARA-345,PIMENTA,345.0
JAGUARA-345,PIMENTA,345.0
JAGUARA-345,VOLTA GRANDE-SE,345.0
JAGUARA-500,JAGUARA-345,345.0
JAGUARA-500,JAGUARA-345,345.0
JAGUARA-500,JAGUARA-345,345.0
JECEABA,OURO PRETO 2,345.0
JUIZ DE FORA1,SANT.DUMONT 2,345.0
LAFAIETE 1,JECEABA,345.0
LAFAIETE 1,OURO PRETO 2,345.0
MARIMBONDO,P. COLOMBIA,345.0
MONTE ALEGRE2,P. COLOMBIA,345.0
MONTESCLAROS2,IRAPE-SE,345.0
MONTESCLAROS2,PIRAPORA 2,345.0
MONTESCLAROS2,VARZEA PALMA1,345.0
NEVES 1,SETE LAGOAS 4,345.0
NEVES 1,TAQUARIL,345.0
NEVES 1,TRES MARIAS,345.0
NOVA PONTE,ARAXA 3,345.0
NOVA PONTE,UBERLANDIA 10,345.0
OURO PRETO 2,NOVA LIMA 6,345.0
OURO PRETO 2,TAQUARIL,345.0
P. COLOMBIA,VOLTA GRANDE-SE,345.0
P. JUSCELINO,SETE LAGOAS 4,345.0
P. JUSCELINO,SETE LAGOAS 4,345.0
PADRE FIALHO,VITORIA,345.0
PIMENTA,SARZEDO,345.0
PIMENTA,TAQUARIL,345.0
PIRAPORA 2,TRES MARIAS-SE,345.0
PIRAPORA 2,VARZEA PALMA1,345.0
SANT.DUMONT 2,LEOPOLDINA2,345.0
SAO GOTARDO 2,TRES MARIAS-SE,345.0
SETE LAGOAS 4,BETIM 6,345.0
SETE LAGOAS 4,TRES MARIAS-SE,345.0
TAQUARIL,NOVA LIMA 6,345.0
TRES MARIAS-SE,VARZEA PALMA1,345.0
VARZEA PALMA 4,PIRAPORA 2,345.0
VARZEA PALMA 4,VARZEA PALMA1,345.0
ADRIANOPOLIS,CAMPOS,345.0
ADRIANOPOLIS,CAMPOS,345.0
ADRIANOPOLIS,COMPERJ,345.0
ADRIANOPOLIS,ITUTINGA,345.0
ADRIANOPOLIS,ITUTINGA,345.0
ADRIANOPOLIS,JACAREPAGUA,345.0
ADRIANOPOLIS,JACAREPAGUA,345.0
ADRIANOPOLIS,MACAE MERCHAN,345.0
ADRIANOPOLIS,MACAE MERCHAN,345.0
ADRIANOPOLIS,NOVA IGUACU,345.0
ADRIANOPOLIS,VENDA PEDRAS,345.0
CAMPOS,MACAE MERCHAN,345.0
CAMPOS,MACAE MERCHAN,345.0
CAMPOS,MACAE MERCHAN,345.0
CAMPOS,RIO NOVO SUL,345.0
CAMPOS,RIO NOVO SUL,345.0
CAMPOS,VIANA,345.0
CAMPOS,VITORIA,345.0
CAMPOS,VITORIA,345.0
COMPERJ,LAGOS,345.0
JACAREPAGUA,NOVA IGUACU,345.0
LAGOS,LEOPOLDINA2,345.0
LAGOS,MACAE MERCHAN,345.0
LAGOS,MACAE MERCHAN,345.0
MACAE MERCHAN,VENDA PEDRAS,345.0
NO.FLUMINENSE,MACAE MERCHAN,345.0
NO.FLUMINENSE,MACAE MERCHAN,345.0
UT TERMOMACAE,MACAE MERCHAN,345.0
UT TERMOMACAE,MACAE MERCHAN,345.0
UTE GNA I,CAMPOS,345.0
UTE GNA I,CAMPOS,345.0
UTE MARLIM AZUL,LAGOS,345.0
ANHANGUERA,GUARULHOS,345.0
ANHANGUERA,GUARULHOS,345.0
ANHANGUERA,M. FORNASARO,345.0
ANHANGUERA,M. FORNASARO,345.0
ATIBAIA II,MOGI CRUZES,345.0
ATIBAIA II,POCOS CALDAS,345.0
B. SANTISTA,COSIPA,345.0
B. SANTISTA,COSIPA,345.0
B. SANTISTA,DOME.RANGONI,345.0
B. SANTISTA,SUL,345.0
B. SANTISTA,TIJUCO PRETO,345.0
B. SANTISTA,TIJUCO PRETO,345.0
B. SANTISTA,TIJUCO PRETO,345.0
BANDEIRANTES,PIRATININGA 2,345.0
BANDEIRANTES,PIRATININGA 2,345.0
CAMPINAS,GUARULHOS,345.0
CAMPINAS,POCOS CALDAS,345.0
DOME.RANGONI,TIJUCO PRETO,345.0
EMBU-GUACU,B. SANTISTA,345.0
EMBU-GUACU,SUL,345.0
GUARULHOS,IBIUNA,345.0
GUARULHOS,IBIUNA,345.0
GUARULHOS,NORDESTE,345.0
GUARULHOS,POCOS CALDAS,345.0
GUARULHOS,POCOS CALDAS,345.0
IBIUNA,INTERLAGOS,345.0
IBIUNA,INTERLAGOS,345.0
IBIUNA,SUL,345.0
IBIUNA,TIJUCO PRETO,345.0
IBIUNA,TIJUCO PRETO,345.0
INTERLAGOS,EMBU-GUACU,345.0
INTERLAGOS,EMBU-GUACU,345.0
INTERLAGOS,PIRATININGA 2,345.0
INTERLAGOS,PIRATININGA 2,345.0
INTERLAGOS,XAVANTES,345.0
INTERLAGOS,XAVANTES,345.0
ITAPETI,MOGI CRUZES,345.0
ITAPETI,MOGI CRUZES,345.0
ITAPETI,NORDESTE,345.0
ITAPETI,SANTO ANGELO,345.0
ITAPETI,SANTO ANGELO,345.0
ITAPETI,TIJUCO PRETO,345.0
ITAPETI,TIJUCO PRETO,345.0
ITAPETI,TIJUCO PRETO,345.0
ITAPETI,TIJUCO PRETO,345.0
L.C.BARRETO,M. MORAES,345.0
L.C.BARRETO,POCOS CALDAS,345.0
L.C.BARRETO,POCOS CALDAS,345.0
L.C.BARRETO,VOLTA GRANDE-SE,345.0
LESTE,RAM REBERT F,345.0
LESTE,RAM REBERT F,345.0
LESTE,TIJUCO PRETO,345.0
LESTE,TIJUCO PRETO,345.0
LESTE,TIJUCO PRETO,345.0
M. FORNASARO,ANHANGUERA PR,345.0
M. FORNASARO,ANHANGUERA PR,345.0
MIGUEL REALE,S.CAETANO SUL,345.0
MIGUEL REALE,S.CAETANO SUL,345.0
MOGI CRUZES,NORDESTE,345.0
MOGI CRUZES,POCOS CALDAS,345.0
NORTE,GUARULHOS,345.0
NORTE,GUARULHOS,345.0
NORTE,MIGUEL REALE,345.0
NORTE,MIGUEL REALE,345.0
SUL,S.CAETANO SUL,345.0
SUL,S.CAETANO SUL,345.0
SUL,TIJUCO PRETO,345.0
XAVANTES,BANDEIRANTES,345.0
XAVANTES,BANDEIRANTES,345.0
XAVANTES,BANDEIRANTES,345.0
XAVANTES,M. FORNASARO,345.0
XAVANTES,M. FORNASARO,345.0
MARECH.RONDON,TAQUARUCU,440.0
AGUA AZUL,BOM JARDIM,440.0
AGUA AZUL,SANTO ANGELO,440.0
AGUA VERMELHA,ARARAQUARA CTP,440.0
AGUA VERMELHA,RIBEIRAOPRETO,440.0
ALTA PAULISTA,MARECH.RONDON,440.0
ALTA PAULISTA,TAQUARUCU,440.0
ARARAQUARA 2,ARARAQUARA CTP,440.0
ARARAQUARA 2,ARARAQUARA CTP,440.0
ARARAQUARA 2,ARARAQUARA CTP,440.0
ARARAQUARA CTP,ARARAS,440.0
ARARAQUARA CTP,MIRASSOL II,440.0
ARARAQUARA CTP,MIRASSOL II,440.0
ARARAQUARA CTP,MOGI MIRIM 3,440.0
ARARAQUARA CTP,PIRACICABA,440.0
ARARAQUARA CTP,SANTA BARBARA,440.0
ARARAQUARA CTP,SANTO ANGELO,440.0
ARARAS,REPLAN,440.0
ARARAS,SANTO ANGELO,440.0
ASSIS,BAURU,440.0
ASSIS,SUMARE,440.0
BAGUACU,BAURU,440.0
BAGUACU,BAURU,440.0
BAGUACU,ILHA SOLTEIRA,440.0
BAGUACU,ILHA SOLTEIRA,440.0
BAURU,ARARAQUARA CTP,440.0
BAURU,BRACELL,440.0
BAURU,CABREUVA,440.0
BAURU,CABREUVA,440.0
BAURU,GETULINA,440.0
BAURU,GETULINA,440.0
BAURU,OESTE,440.0
BAURU,SALTO,440.0
BAURU,EMBU-GUACU,440.0
BAURU,EMBU-GUACU,440.0
BOM JARDIM,FERNAO DIAS,440.0
BOM JARDIM,SANTO ANGELO,440.0
BOM JARDIM,TAUBATE,440.0
BRACELL,OESTE,440.0
CABREUVA,BOM JARDIM,440.0
CABREUVA,GERDAU SP,440.0
CABREUVA,SALTO,440.0
CABREUVA,EMBU-GUACU,440.0
CAPIVARA,ASSIS,440.0
CBA2 CIA.B.ALUM,EMBU-GUACU,440.0
CBA2 CIA.B.ALUM,OESTE,440.0
EMBU-GUACU,JANDIRA,440.0
EMBU-GUACU,OESTE,440.0
EMBU-GUACU,OESTE,440.0
EMBU-GUACU,SOLVAY,440.0
EMBU-GUACU,SANTO ANGELO,440.0
FERNAO DIAS,TAUBATE,440.0
GERDAU SP,JANDIRA,440.0
GERDAU SP,EMBU-GUACU,440.0
GETULINA,JUPIA,440.0
GETULINA,JUPIA,440.0
GETULINA,MARECH.RONDON,440.0
ILHA SOLTEIRA,AGUA VERMELHA,440.0
ILHA SOLTEIRA,ARARAQUARA CTP,440.0
ILHA SOLTEIRA,ARARAQUARA CTP,440.0
ILHA SOLTEIRA,BAURU,440.0
ILHA SOLTEIRA,BAURU,440.0
ILHA SOLTEIRA,IL.SOLTEIRA 2,440.0
ILHA SOLTEIRA,IL.SOLTEIRA 2,440.0
ILHA SOLTEIRA,MIRASSOL II,440.0
ILHA SOLTEIRA,MIRASSOL II,440.0
ILHA SOLTEIRA,TRES IRMAOS,440.0
ILHA SOLTEIRA,TRES IRMAOS,440.0
JUPIA,BAURU,440.0
JUPIA,MARECH.RONDON,440.0
JUPIA,MARECH.RONDON,440.0
JUPIA,TRES IRMAOS,440.0
JUPIA,BAURU,440.0
MOGI MIRIM 3,SANTO ANGELO,440.0
OESTE,BAURU,440.0
P. PRIMAVERA,N.P.PRIMAVERA,440.0
P. PRIMAVERA,N.P.PRIMAVERA,440.0
P. PRIMAVERA,TAQUARUCU,440.0
P. PRIMAVERA,TAQUARUCU,440.0
PIRACICABA,SANTA BARBARA,440.0
REPLAN,SANTO ANGELO,440.0
RIBEIRAOPRETO,SANTA BARBARA,440.0
SANTA BARBARA,SUMARE,440.0
SANTO ANGELO,SOLVAY,440.0
SUMARE,BOM JARDIM,440.0
TAQUARUCU,ASSIS,440.0
TAQUARUCU,CAPIVARA,440.0
TAQUARUCU,JUPIA,440.0
MESSIAS,SUAPE II,500.0
MESSIAS,RECIFE II,500.0
USINA XINGO,ANGELIM II,500.0
USINA XINGO,JARDIM,500.0
USINA XINGO,JARDIM,500.0
USINA XINGO,MESSIAS,500.0
AZULAO,SILVES,500.0
SILVES,LECHUGA,500.0
SILVES,LECHUGA,500.0
BABIL. CENTRO,OUROLANDIA II,500.0
BARREIRAS II,BURITIRAMA,500.0
BARREIRAS II,GILBUES II,500.0
BARREIRAS II,RIO DAS EGUAS,500.0
BARREIRAS II,RIO DAS EGUAS,500.0
BARREIRAS III,BARREIRAS II,500.0
BOM.JES.LAPA II,GENTIO OURO II,500.0
BOM.JES.LAPA II,GENTIO OURO II,500.0
BOM.JES.LAPA II,GENTIO OURO II,500.0
BOM.JES.LAPA II,IBICOARA,500.0
BOM.JES.LAPA II,IGAPORA III,500.0
BOM.JES.LAPA II,JANAUBA 3,500.0
BURITIRAMA,GENTIO OURO II,500.0
BURITIRAMA,GILBUES II,500.0
BURITIRAMA,QUEIMADA NOVA 2,500.0
BURITIRAMA,QUEIMADA NOVA 2,500.0
CAMACARI II,CAMACARI IV,500.0
CAMACARI II,SAPEACU,500.0
CAMACARI IV,JARDIM,500.0
CAMACARI IV,SAPEACU,500.0
COMPLEXO_FUTURA,FUTURA,500.0
COMPLEXO_FUTURA,FUTURA,500.0
FUTURA,U.SOBRADINHO,500.0
GENTIO OURO II,GILBUES II,500.0
GENTIO OURO II,OUROLANDIA II,500.0
IBICOARA,IGAPORA III,500.0
IBICOARA,POCOES III,500.0
IBICOARA,SAPEACU,500.0
IGAPORA III,JANAUBA 3,500.0
IGAPORA III,JANAUBA 3,500.0
IGAPORA III,S. DAS ALMAS II,500.0
JEREMOABO,CANUDOS I,500.0
JEREMOABO,OLINDINA,500.0
JEREMOABO,P. AFONSO IV_SE,500.0
JUAZEIRO III,FUTURA,500.0
JUAZEIRO III,OUROLANDIA II,500.0
JUAZEIRO III,U.SOBRADINHO,500.0
JUAZEIRO III,U.SOBRADINHO,500.0
JUAZEIRO III,US. L.GONZAGA,500.0
JUAZEIRO III,US. L.GONZAGA,500.0
MEDEIROS NETOII,JOAO NEIVA 2,500.0
MORRO CHAPEU II,OUROLANDIA II,500.0
MORRO CHAPEU II,POCOES III,500.0
MORRO CHAPEU II,POCOES III,500.0
MORRO CHAPEU II,SAPEACU,500.0
OLINDINA,CAMACARI II,500.0
OLINDINA,CAMACARI II,500.0
OLINDINA,SAPEACU,500.0
OLINDINA,US. L.GONZAGA,500.0
P. AFONSO IV_SE,ANGELIM II,500.0
P. AFONSO IV_SE,OLINDINA,500.0
P. AFONSO IV_SE,P. AFONSO IV,500.0
P. AFONSO IV_SE,P. AFONSO IV,500.0
P. AFONSO IV_SE,P. AFONSO IV,500.0
P. AFONSO IV_SE,P. AFONSO IV,500.0
P. AFONSO IV_SE,P. AFONSO IV,500.0
P. AFONSO IV_SE,P. AFONSO IV,500.0
P. AFONSO IV_SE,US. L.GONZAGA,500.0
P. AFONSO IV_SE,US. L.GONZAGA,500.0
P. AFONSO IV_SE,USINA XINGO,500.0
PEDRA PINTADA,OUROLANDIA II,500.0
POCOES III,MEDEIROS NETOII,500.0
POCOES III,SAPEACU,500.0
RIO DAS EGUAS,BOM.JES.LAPA II,500.0
SOL DO SERTAO,BOM.JES.LAPA II,500.0
SOL DO SERTAO,GENTIO OURO II,500.0
TUCANO,OLINDINA,500.0
U.SOBRADINHO,S.JOAO PIAUI,500.0
U.SOBRADINHO,S.JOAO PIAUI,500.0
VTS STA EUGENIA,GENTIO OURO II,500.0
ACARAU III,PARNAIBA III,500.0
ACARAU III,PECEM II,500.0
ACARAU III,TIANGUA II,500.0
FORTALEZA II,PECEM II,500.0
FORTALEZA II,PECEM II,500.0
JAGUARUANA II,ACU III,500.0
JAGUARUANA II,PACATUBA,500.0
MILAGRES,MILAGRES II,500.0
MILAGRES,QUIXADA,500.0
MILAGRES II,QUEIMADA NOVA 2,500.0
PACATUBA,FORTALEZA II,500.0
PECEM II,PACATUBA,500.0
PECEM II,SOBRAL III,500.0
PECEM II,SOBRAL III,500.0
QUIXADA,FORTALEZA II,500.0
SOBRAL III,FORTALEZA II,500.0
SOBRAL III,FORTALEZA II,500.0
SOBRAL III,TIANGUA II,500.0
TIANGUA II,SOBRAL III,500.0
TIANGUA II,TERESINA II,500.0
BRAS.LESTE,LUZIANIA,500.0
BRAS.LESTE,LUZIANIA,500.0
SAMAMBAIA,EMBORCACAO,500.0
SAMAMBAIA,ITUMBIARA,500.0
SAMAMBAIA,SILVANIA,500.0
SAMAMBAIA,SILVANIA,500.0
JOAO NEIVA 2,MESQUITA,500.0
LUZIANIA,PARACATU 4,500.0
LUZIANIA,PIRAPORA 2,500.0
LUZIANIA,RIO DAS EGUAS,500.0
LUZIANIA,SAMAMBAIA,500.0
R.VERDE NORTE,ITUMBIARA,500.0
R.VERDE NORTE,TRINDADE,500.0
R.VERDE NORTE,TRINDADE,500.0
S.DA MESA,GURUPI,500.0
S.DA MESA,GURUPI,500.0
S.DA MESA,RIO DAS EGUAS,500.0
S.DA MESA,SAMAMBAIA,500.0
S.DA MESA,SAMAMBAIA,500.0
S.DA MESA,SAMAMBAIA,500.0
S.DA MESA,SERRA MESA 2,500.0
SERRA MESA 2,LUZIANIA,500.0
SERRA MESA 2,RIO DAS EGUAS,500.0
SILVANIA,TRINDADE,500.0
ACAILANDIA,IMPERATRIZ,500.0
ACAILANDIA,MARABA,500.0
ACAILANDIA,MARABA,500.0
ACAILANDIA,MIRANDA II,500.0
ACAILANDIA,P.DUTRA,500.0
ACAILANDIA,STA LUZIA III,500.0
BACABEIRA,MIRANDA II,500.0
BACABEIRA,MIRANDA II,500.0
BACABEIRA,PARNAIBA III,500.0
BACABEIRA,PARNAIBA III,500.0
BACABEIRA,SAO LUIS II,500.0
BACABEIRA,SAO LUIS II,500.0
ESTREITO,IMPERATRIZ,500.0
IMPERATRIZ,COLINAS,500.0
IMPERATRIZ,COLINAS,500.0
IMPERATRIZ,MARABA,500.0
IMPERATRIZ,MARABA,500.0
IMPERATRIZ,P.DUTRA,500.0
IMPERATRIZ,P.DUTRA,500.0
MIRANDA II,P.DUTRA,500.0
MIRANDA II,PAULINO NEVES,500.0
MIRANDA II,S.ANTON LOPES,500.0
MIRANDA II,SAO LUIS II,500.0
MIRANDA II,SAO LUIS II,500.0
MIRANDA II,SAO LUIS II,500.0
MIRANDA II,P.DUTRA,500.0
P.DUTRA,B. ESPERANCA,500.0
P.DUTRA,S.ANTON LOPES,500.0
PARNAIBA,S.ANTON LOPES,500.0
PARNAIBA,S.ANTON LOPES,500.0
SAO LUIS II,SAO LUIS IV,500.0
SAO LUIS II,SAO LUIS IV,500.0
SAO LUIS II,P.DUTRA,500.0
SAO LUIS II,P.DUTRA,500.0
STA LUZIA III,MIRANDA II,500.0
U.NV.VENECIA2,PARNAIBA,500.0
UT.MARANHAO 3,PARNAIBA,500.0
UT.MARANHAO 3,PARNAIBA,500.0
UT.MARANHAO 3,PARNAIBA,500.0
UT.MARANHAO 4,PARNAIBA,500.0
UT.MARANHAO 4,PARNAIBA,500.0
UT.MARANHAO 5,PARNAIBA,500.0
UT.MARANHAO 5,PARNAIBA,500.0
UT.PARNAIBA 4,PARNAIBA,500.0
UT.PARNAIBA V,PARNAIBA,500.0
ARINOS 2,PARACATU 4,500.0
ARINOS 2,PARACATU 4,500.0
ARINOS 2,PIRAPORA 2,500.0
ARINOS 2,RIO DAS EGUAS,500.0
B.DESPACHO 3,JAGUARA-500,500.0
B.DESPACHO 3,JAGUARA-500,500.0
B.DESPACHO 3,NEVES 1,500.0
B.DESPACHO 3,NEVES 1,500.0
B.DESPACHO 3,OURO PRETO 2,500.0
B.DESPACHO 3,S. G. DO PARA,500.0
B.DESPACHO 3,SAO GOTARDO 2,500.0
B.DESPACHO 3,SAO GOTARDO 2,500.0
CAPELINHA 3,G.VALADARES 6,500.0
CAPELINHA 3,G.VALADARES 6,500.0
COL BOA SORTE 2,PARACATU 4,500.0
EMBORCACAO,ITUMBIARA,500.0
EMBORCACAO,NOVA PONTE,500.0
EMBORCACAO,NOVA PONTE,500.0
EMBORCACAO,SAO GOTARDO 2,500.0
EMBORCACAO,SILVANIA,500.0
ESTREITO,FERNAO DIAS,500.0
ESTREITO,FERNAO DIAS,500.0
ESTREITO,JAGUARA-500,500.0
ESTREITO,RIBEIRAOPRETO,500.0
G.VALADARES 6,MUTUM,500.0
G.VALADARES 6,MUTUM,500.0
G.VALADARES 6,PE. PARAISO 2,500.0
G.VALADARES 6,PE. PARAISO 2,500.0
ITABIRA 5,MESQUITA,500.0
ITABIRA 5,MESQUITA,500.0
ITABIRA 5,NEVES 1,500.0
ITABIRA 5,P. JUSCELINO,500.0
ITABIRA 5,P. JUSCELINO,500.0
ITABIRA 5,VESPASIANO 2,500.0
ITABIRITO 2,OURO PRETO 2,500.0
ITABIRITO 2,S. G. DO PARA,500.0
ITABIRITO 2,VESPASIANO 2,500.0
ITUMBIARA,MARIMBONDO,500.0
ITUMBIARA,NOVA PONTE 3,500.0
ITUMBIARA,SAO SIMAO-SE,500.0
ITUMBIARA,SILVANIA,500.0
JAGUARA-500,NEVES 1,500.0
JAGUARA-500,NOVA PONTE,500.0
JAGUARA-500,OURO PRETO 2,500.0
JAGUARA-500,S. G. DO PARA,500.0
JAGUARA-500,SAO SIMAO-SE,500.0
JAIBA,JANAUBA 6,500.0
JAIBA,JANAUBA 6,500.0
JANAUBA 3,P. JUSCELINO,500.0
JANAUBA 3,P. JUSCELINO,500.0
JANAUBA 3,PIRAPORA 2,500.0
JANAUBA 3,S. DAS ALMAS II,500.0
JANAUBA 6,CAPELINHA 3,500.0
JANAUBA 6,CAPELINHA 3,500.0
JANAUBA 6,JANAUBA 3,500.0
JANAUBA 6,JANAUBA 3,500.0
MARIMBONDO,AGUA VERMELHA,500.0
MARIMBONDO,ARARAQUARA FUR,500.0
MARIMBONDO,ARARAQUARA FUR,500.0
MARIMBONDO,MARIMBONDO II,500.0
MARIMBONDO,MARIMBONDO II,500.0
MARIMBONDO,MARIMBONDO II,500.0
MARIMBONDO,MORRO AGUDO,500.0
MARIMBONDO,RIBEIRAOPRETO,500.0
MARIMBONDO,SAO SIMAO-SE,500.0
MARIMBONDO II,ARARAQUARA FUR,500.0
MARIMBONDO II,ARARAQUARA FUR,500.0
MARIMBONDO II,ASSIS,500.0
MARIMBONDO II,R.VERDE NORTE,500.0
MARIMBONDO II,R.VERDE NORTE,500.0
MARIMBONDO II,SAO SIMAO-SE,500.0
MESQUITA,MUTUM,500.0
MESQUITA,VESPASIANO 2,500.0
MESQUITA,VIANA 2,500.0
MUTUM,RIO NOVO SUL,500.0
MUTUM,VIANA 2,500.0
NEVES 1,MESQUITA,500.0
NEVES 1,MESQUITA,500.0
NEVES 1,SAO GOTARDO 2,500.0
NEVES 1,VESPASIANO 2,500.0
NOVA PONTE,ESTREITO,500.0
NOVA PONTE,ITUMBIARA,500.0
NOVA PONTE,SAO GOTARDO 2,500.0
NOVA PONTE 3,ARARAQUARA 2,500.0
NOVA PONTE 3,ARARAQUARA 2,500.0
NOVA PONTE 3,NOVA PONTE,500.0
OURO PRETO 2,S. G. DO PARA,500.0
PARACATU 4,EMBORCACAO,500.0
PARACATU 4,NOVA PONTE 3,500.0
PARACATU 4,NOVA PONTE 3,500.0
PARACATU 4,PIRAPORA 2,500.0
PE. PARAISO 2,POCOES III,500.0
PE. PARAISO 2,POCOES III,500.0
PIRAPORA 2,P. JUSCELINO,500.0
PIRAPORA 2,P. JUSCELINO,500.0
POCOS CALDAS,ITAJUBA 3,500.0
POCOS CALDAS,RIBEIRAOPRETO,500.0
SAO SIMAO-SE,AGUA VERMELHA,500.0
SAO SIMAO-SE,ITAGUACU,500.0
CLAUDIA,COLIDER,500.0
CLAUDIA,PARANAITA,500.0
CLAUDIA,PARANAITA,500.0
CLAUDIA,PARANAITA,500.0
CLAUDIA,PARANATINGA,500.0
CLAUDIA,PARANATINGA,500.0
CLAUDIA,PARANATINGA,500.0
CLAUDIA,SINOP,500.0
CLAUDIA,UHE SINOP,500.0
JAURU,SE CUIABA,500.0
JAURU,SE CUIABA,500.0
PARANAITA,SAO MANOEL,500.0
PARANAITA,TELES PIRES,500.0
PARANAITA,TELES PIRES,500.0
PARANATINGA,RIBEIRAOZINHO,500.0
PARANATINGA,RIBEIRAOZINHO,500.0
PARANATINGA,RIBEIRAOZINHO,500.0
PARANATINGA,SINOP,500.0
RIBEIRAOZINHO,R.VERDE NORTE,500.0
RIBEIRAOZINHO,R.VERDE NORTE,500.0
RIBEIRAOZINHO,R.VERDE NORTE,500.0
SE CUIABA,RIBEIRAOZINHO,500.0
SE CUIABA,RIBEIRAOZINHO,500.0
SINOP,CLAUDIA,500.0
BELO MONTE,XINGU,500.0
BELO MONTE,XINGU,500.0
BELO MONTE,XINGU,500.0
BELO MONTE,XINGU,500.0
BELO MONTE,XINGU,500.0
ITACAIUNAS,COLINAS,500.0
JURUPARI,ORIXIMINA,500.0
JURUPARI,ORIXIMINA,500.0
MARABA,ITACAIUNAS,500.0
MARABA,ITACAIUNAS,500.0
MARABA,TUCURUI,500.0
MARABA,TUCURUI,500.0
MARABA,TUCURUI,500.0
MARABA,TUCURUI,500.0
MARITUBA,TUCURUI,500.0
MARITUBA,VILA DO CONDE,500.0
ORIXIMINA,SILVES,500.0
ORIXIMINA,SILVES,500.0
SERRA PELADA,INTEGRADORA,500.0
SERRA PELADA,INTEGRADORA,500.0
SERRA PELADA,ITACAIUNAS,500.0
SERRA PELADA,MIRACEMA,500.0
SERRA PELADA,MIRACEMA,500.0
TUCURUI,VILA DO CONDE,500.0
TUCURUI,VILA DO CONDE,500.0
TUCURUI,VILA DO CONDE,500.0
TUCURUI,XINGU,500.0
TUCURUI,XINGU,500.0
XINGU,JURUPARI,500.0
XINGU,JURUPARI,500.0
XINGU,SERRA PELADA,500.0
XINGU,SERRA PELADA,500.0
C.GRANDE III,CEARA MIRIM 2,500.0
C.GRANDE III,CEARA MIRIM 2,500.0
C.GRANDE III,GARANHUNS II,500.0
C.GRANDE III,JOAO PESSOA II,500.0
C.GRANDE III,PAU FERRO,500.0
SANTA LUZIA II,C.GRANDE III,500.0
SANTA LUZIA II,MILAGRES II,500.0
ANGELIM II,GARANHUNS II,500.0
ANGELIM II,PAU FERRO,500.0
ANGELIM II,RECIFE II,500.0
ANGELIM II,RECIFE II,500.0
ANGELIM II,SUAPE II,500.0
GARANHUNS II,PAU FERRO,500.0
GARANHUNS II,US. L.GONZAGA,500.0
GARANHUNS II,US. L.GONZAGA,500.0
PAU FERRO,RECIFE II,500.0
RECIFE II,SUAPE II,500.0
RECIFE II,SUAPE II,500.0
US. L.GONZAGA,ANGELIM II,500.0
US. L.GONZAGA,MILAGRES,500.0
US. L.GONZAGA,U.SOBRADINHO,500.0
US. L.GONZAGA,U.SOBRADINHO,500.0
CURRAL PIAUI II,MILAGRES,500.0
CURRAL PIAUI II,MILAGRES II,500.0
CURRAL PIAUI II,QUEIMADA NOVA 2,500.0
CURRAL PIAUI II,S.JOAO PIAUI,500.0
GILBUES II,MIRACEMA,500.0
GILBUES II,S.JOAO PIAUI,500.0
LAG. DOS VENTOS,S.JOAO PIAUI,500.0
LAGOA VENTOS 3,QUEIMADA NOVA 2,500.0
OITIS,QUEIMADA NOVA 2,500.0
PARNAIBA III,TIANGUA II,500.0
RIB.GONCALVES,S.JOAO PIAUI,500.0
RIB.GONCALVES,S.JOAO PIAUI,500.0
S.JOAO PIAUI,B. ESPERANCA,500.0
S.JOAO PIAUI,MILAGRES,500.0
SAO GONCALO,GILBUES II,500.0
TERESINA II,P.DUTRA,500.0
TERESINA II,P.DUTRA,500.0
TERESINA II,SOBRAL III,500.0
TERESINA II,SOBRAL III,500.0
TERESINA II,TIANGUA II,500.0
ITAIPU 60 HZ,F.IGUACU 60HZ,500.0
ITAIPU 60 HZ,F.IGUACU 60HZ,500.0
ITAIPU 60 HZ,F.IGUACU 60HZ,500.0
ITAIPU 60 HZ,F.IGUACU 60HZ,500.0
ITAIPU 50 HZ,F.IGUACU 50HZ,500.0
ITAIPU 50 HZ,F.IGUACU 50HZ,500.0
ITAIPU 50 HZ,MARGEM DIREIT,500.0
ITAIPU 50 HZ,MARGEM DIREIT,500.0
ITAIPU 50 HZ,MARGEM DIREIT,500.0
ITAIPU 50 HZ,MARGEM DIREIT,500.0
MARGEM DIREIT,F.IGUACU 50HZ,500.0
MARGEM DIREIT,F.IGUACU 50HZ,500.0
