nom_subestacao,val_latitude,val_longitude,eh_gerador
JUIZ DE FORA1,-21.7111,-43.4028,0
JUIZ DE FORA1,-21.7111,-43.4028,0
LAFAIETE 1,-20.6635,-43.8229,0
LAFAIETE 1,-20.6635,-43.8229,0
LEOPOLDINA2,-21.4646,-42.6985,0
LEOPOLDINA2,-21.4646,-42.6985,0
M. MORAES,-20.2869,-47.0696,0
M. MORAES,-20.2869,-47.0696,0
MARIMBONDO,-20.3009,-49.2032,0
MARIMBONDO,-20.3009,-49.2032,0
MARIMBONDO II,-20.2547,-49.2222,0
MESQUITA,-19.4167,-42.5486,0
MESQUITA,-19.4167,-42.5486,0
MONTE ALEGRE2,-18.7971,-49.0033,0
MONTE ALEGRE2,-18.7971,-49.0033,0
MONTESCLAROS2,-16.67,-43.8253,0
MONTESCLAROS2,-16.67,-43.8253,0
MUTUM,-19.8955,-41.4482,0
NEVES 1,-19.8233,-44.1035,0
NEVES 1,-19.8233,-44.1035,0
NEVES 1,-19.8233,-44.1035,0
NOVA ERA 2,-19.7037,-43.0472,0
NOVA LIMA 6,-20.191,-43.8639,0
NOVA PONTE,-19.1346,-47.7,0
NOVA PONTE,-19.1346,-47.7,0
NOVA PONTE 3,-19.3443,-47.7063,0
OURO PRETO 2,-20.2975,-43.7586,0
OURO PRETO 2,-20.2975,-43.7586,0
OURO PRETO 2,-20.2975,-43.7586,0
P. COLOMBIA,-20.1212,-48.575,0
P. COLOMBIA,-20.1212,-48.575,0
P. JUSCELINO,-18.672,-44.0917,0
P. JUSCELINO,-18.672,-44.0917,0
PADRE FIALHO,-20.3539,-42.357,0
PADRE FIALHO,-20.3539,-42.357,0
PARACATU 4,-17.0693,-47.1128,0
PARACATU 4,-17.0693,-47.1128,0
PE. PARAISO 2,-17.0091,-41.4823,0
PIMENTA,-20.4681,-45.7936,0
PIMENTA,-20.4681,-45.7936,0
PIRAPORA 2,-17.3387,-44.87,0
PIRAPORA 2,-17.3387,-44.87,0
PIRAPORA 2,-17.3387,-44.87,0
POCOS CALDAS,-21.7978,-46.6132,0
POCOS CALDAS,-21.7978,-46.6132,0
POCOS CALDAS,-21.7978,-46.6132,0
PORTO ESTRELA,-19.12,-42.667,0
S. DAS ALMAS II,-14.8613,-42.7702,0
S. G. DO PARA,-20.0731,-44.841,0
S. G. DO PARA,-20.0731,-44.841,0
SABARA 3,-19.8674,-43.7356,0
SANT.DUMONT 2,-21.4738,-43.5334,0
SANT.DUMONT 2,-21.4738,-43.5334,0
SAO GOTARDO 2,-19.3374,-46.0142,0
SAO GOTARDO 2,-19.3374,-46.0142,0
SAO GOTARDO 2,-19.3374,-46.0142,0
SAO SIMAO-SE,-19.0221,-50.4916,0
SAO SIMAO-US,-19.0183,-50.4986,0
SAO SIMAO-US,-19.0183,-50.4986,0
SARZEDO,-20.0436,-44.1748,0
SETE LAGOAS 4,-19.5174,-44.3244,0
SETE LAGOAS 4,-19.5174,-44.3244,0
TAQUARIL,-19.9314,-43.8519,0
TAQUARIL,-19.9314,-43.8519,0
TAQUARIL,-19.9314,-43.8519,0
TIMOTEO 1,-19.5379,-42.6363,0
TIMOTEO 2,-19.5355,-42.6036,0
TIMOTEO 2,-19.5355,-42.6036,0
TRES MARIAS-SE,-18.2125,-45.2566,0
TRES MARIAS-SE,-18.2125,-45.2566,0
TRES MARIAS-SE,-18.2125,-45.2566,0
UBERLANDIA 10,-18.9508,-48.0862,0
UBERLANDIA 10,-18.9508,-48.0862,0
USIMINAS,-19.485,-42.548,0
VARGINHA 4,-21.505,-45.3945,0
VARGINHA 4,-21.505,-45.3945,0
VARZEA PALMA 4,-17.5788,-44.6426,0
VARZEA PALMA1,-17.5921,-44.7362,0
VARZEA PALMA1,-17.5921,-44.7362,0
VESPASIANO 2,-19.7391,-43.9069,0
VESPASIANO 2,-19.7391,-43.9069,0
VOLTA GRANDE-SE,-20.0404,-48.2244,0
ANASTACIO,-20.5672,-55.8419,0
ANASTACIO,-20.5672,-55.8419,0
ANASTACIO,-20.5672,-55.8419,0
AQUIDAUANA,-20.4983,-55.8081,0
CAMPO GRANDE2,-20.4409,-54.49,0
CAMPO GRANDE2,-20.4409,-54.49,0
CHAPADAO,-18.9112,-52.3893,0
CHAPADAO,-18.9112,-52.3893,0
CORUMBA 2,-19.0385,-57.619,0
CORUMBA 2,-19.0385,-57.619,0
D.SANTA CRUZ,-22.2675,-54.9928,0
DOURADOS,-22.2687,-54.992,0
DOURADOS,-22.2687,-54.992,0
DOURADOS,-22.2687,-54.992,0
DOURADOS,-22.2687,-54.992,0
DOURADOS,-22.2687,-54.992,0
DOURADOS 2,-22.2259,-54.6983,0
DOURADOS 2,-22.2259,-54.6983,0
IL.SOLTEIRA 2,-20.3196,-51.4171,0
IL.SOLTEIRA 2,-20.3196,-51.4171,0
IMBIRUSSU,-20.5476,-54.7511,0
IMBIRUSSU,-20.5476,-54.7511,0
INOCENCIA,-19.6523,-51.4005,0
IVINHEMA 2,-22.4175,-53.5748,0
IVINHEMA 2,-22.4175,-53.5748,0
MARECH.RONDON,-20.7964,-51.6387,0
MARECH.RONDON,-20.7964,-51.6387,0
PARAISO 2,-19.2711,-52.8604,0
PARAISO 2,-19.2711,-52.8604,0
RIO BRILHANTE,-21.54,-53.8185,0
RIO BRILHANTE,-21.54,-53.8185,0
SIDROLANDIA 2,-20.8948,-54.926,0
SIDROLANDIA 2,-20.8948,-54.926,0
BARRA PEIXE,-16.4961,-52.6166,0
BARRA PEIXE,-16.4961,-52.6166,0
BRASNORTE,-12.8755,-58.0692,0
BRASNORTE,-12.8755,-58.0692,0
CANARANA,-13.5232,-52.2906,0
CANARANA,-13.5232,-52.2906,0
CLAUDIA,-11.2909,-55.3342,0
COLIDER,-10.9848,-55.766,0
COXIPO,-15.6282,-55.9978,0
COXIPO,-15.6282,-55.9978,0
DARDANELOS,-10.1595,-59.4429,0
GUAPORE,-15.1239,-58.9647,0
ITIQUIRA I,-17.0906,-54.8307,0
ITIQUIRA II,-17.0906,-54.8307,0
ITIQUIRA II,-17.0906,-54.8307,0
JAURU,-15.3816,-58.83,0
JAURU,-15.3816,-58.83,0
JAURU,-15.3816,-58.83,0
JAURU,-15.3816,-58.83,0
JUBA,-15.3819,-58.8293,0
JUBA,-15.3819,-58.8293,0
JUINA,-11.2927,-58.7422,0
JUINA,-11.2927,-58.7422,0
L.D.RIO VERDE,-13.0104,-55.93,0
L.D.RIO VERDE,-13.0104,-55.93,0
MANSO,-14.8712,-55.7853,0
NOBRES,-14.7255,-56.2968,0
NOBRES,-14.7255,-56.2968,0
NOVA MUTUM,-13.8277,-56.0769,0
NOVA MUTUM,-13.8277,-56.0769,0
NOVA MUTUM,-13.8277,-56.0769,0
NOVA MUTUM,-13.8277,-56.0769,0
PARANAITA,-9.3535,-56.8431,0
PARANAITA,-9.3535,-56.8431,0
PARANATINGA,-14.1579,-54.4311,0
PARANATINGA,-14.1579,-54.4311,0
PARECIS,-13.0713,-58.964,0
PARECIS,-13.0713,-58.964,0
PONTE PEDRA,-17.6078,-54.8273,0
RIBEIRAOZINHO,-16.4748,-52.6378,0
RIBEIRAOZINHO,-16.4748,-52.6378,0
RONDONOPOLIS,-16.4706,-54.5992,0
RONDONOPOLIS,-16.4706,-54.5992,0
RONDONOPOLIS,-16.4706,-54.5992,0
RONDONOPOLIS,-16.4706,-54.5992,0
RONDONOPOLIS,-16.4706,-54.5992,0
SE A. FLORESTA,-9.8945,-56.1021,0
SE COLIDER,-10.8055,-55.4494,0
SE CUIABA,-15.6855,-55.8535,0
SE CUIABA,-15.6855,-55.8535,0
SE SINOP,-11.8918,-55.5374,0
SINOP,-11.9839,-55.5204,0
SINOP,-11.9839,-55.5204,0
SINOP,-11.9839,-55.5204,0
SORRISO,-12.5746,-55.7632,0
SORRISO,-12.5746,-55.7632,0
SORRISO II,-12.4336,-55.6493,0
UHE SINOP,-11.2667,-55.45,1
USI JAURU,-15.2356,-58.7278,0
VARZ.GRANDE 2,-15.7123,-56.186,0
VARZ.GRANDE 2,-15.7123,-56.186,0
SAO MANOEL,-9.1872,-57.0509,0
TELES PIRES,-9.3515,-56.778,0
F.IGUACU 50HZ,-25.4677,-54.5422,0
F.IGUACU 50HZ,-25.4677,-54.5422,0
F.IGUACU 50HZ,-25.4677,-54.5422,0
F.IGUACU 60HZ,-25.4638,-54.5411,0
F.IGUACU 60HZ,-25.4638,-54.5411,0
ITAIPU 60 HZ,-25.4083,-54.5874,0
IVAIPORA FUR,-24.4216,-51.6746,0
IVAIPORA FUR,-24.4216,-51.6746,0
IVAIPORA FUR,-24.4216,-51.6746,0
IVAIPORA FUR,-24.4216,-51.6746,0
IVAIPORA FUR,-24.4216,-51.6746,0
IVAIPORA FUR,-24.4216,-51.6746,0
IVAIPORA FUR,-24.4216,-51.6746,0
ADRIANOPOLIS,-22.6656,-43.4768,0
ADRIANOPOLIS,-22.6656,-43.4768,0
ADRIANOPOLIS,-22.6656,-43.4768,0
ANGRA 1,-23.0087,-44.4574,0
ANGRA 2,-23.0072,-44.4588,0
ANGRA FUR,-23.0071,-44.4562,0
ANGRA FUR,-23.0071,-44.4562,0
B. FLUMINENSE,-22.7211,-43.6425,0
B.FLUMINENSE,-22.7222,-43.643,0
CAMPOS,-21.7186,-41.3375,0
CAMPOS,-21.7186,-41.3375,0
CAMPOS 2,-21.8305,-41.3503,0
COMPERJ,-22.6496,-42.859,0
DO ATLANTICO,-22.9099,-43.7396,0
DO ATLANTICO,-22.9099,-43.7396,0
GRAJAU,-22.9278,-43.2647,0
GRAJAU,-22.9278,-43.2647,0
IRIRI,-22.35,-41.9343,0
JACAREPAGUA,-22.924,-43.4216,0
JACAREPAGUA,-22.924,-43.4216,0
LAGOS,-22.4099,-41.9857,0
LAGOS,-22.4099,-41.9857,0
LAGOS,-22.4099,-41.9857,0
MACAE MERCHAN,-22.3051,-41.8728,0
MAGE,-22.6,-43.0278,0
NILO PECANHA,-22.6833,-43.8733,0
NILO PECANHA,-22.6833,-43.8733,0
NO.FLUMINENSE,-22.3028,-41.873,0
NOVA IGUACU,-22.7536,-43.5401,0
NOVA IGUACU,-22.7536,-43.5401,0
NOVA IGUACU,-22.7536,-43.5401,0
RESENDE,-22.5007,-44.5151,0
RESENDE,-22.5007,-44.5151,0
ROCHA LEAO,-22.4264,-42.0227,0
SAO JOSE,-22.7489,-43.3324,0
SAO JOSE,-22.7489,-43.3324,0
TERMINAL RIO,-22.6542,-43.7678,0
TERMINAL RIO,-22.6542,-43.7678,0
TERMORIO,-22.7096,-43.2458,0
UT TERMOMACAE,-22.3059,-41.8658,0
UTE GNA I,-21.8372,-41.042,1
UTE GNA II,-21.8431,-41.0132,1
UTE MARLIM AZUL,-22.3623,-41.8695,1
VENDA PEDRAS,-22.7348,-42.7946,0
VENDA PEDRAS,-22.7348,-42.7946,0
ZONA OESTE,-22.8739,-43.7133,0
ZONA OESTE,-22.8739,-43.7133,0
ABUNA,-9.7099,-65.1674,0
ABUNA,-9.7099,-65.1674,0
ARIQUEMES,-9.9267,-63.0118,0
ARIQUEMES,-9.9267,-63.0118,0
C.PORTO VELHO,-8.9142,-63.9592,0
C.PORTO VELHO,-8.9142,-63.9592,0
C.PORTO VELHO,-8.9142,-63.9592,0
C.PORTO VELHO,-8.9142,-63.9592,0
JARU,-10.4235,-62.4542,0
JARU,-10.4235,-62.4542,0
JARU,-10.4235,-62.4542,0
JI-PARANA,-10.8625,-61.8944,0
JI-PARANA,-10.8625,-61.8944,0
JI-PARANA,-10.8625,-61.8944,0
JIRAU MAR.DIR,-9.2698,-64.643,0
JIRAU MAR.ESQ,-9.2524,-64.6422,0
PIMENTA BUENO,-11.6069,-61.1362,0
PIMENTA BUENO,-11.6069,-61.1362,0
PORTO VELHO,-8.7979,-63.8183,0
PORTO VELHO,-8.7979,-63.8183,0
SAMUEL,-8.753,-63.4601,0
SANTO ANTONIO,-8.7919,-63.9519,0
SANTO ANTONIO,-8.7919,-63.9519,0
SE STO ANT LR,-8.801,-63.9507,0
SE STO ANT LR,-8.801,-63.9507,0
SE STO ANT MD,-8.8084,-63.95,0
SE STO ANT ME,-8.7938,-63.9532,0
TERMONORTE II,-8.7951,-63.8157,0
VILHENA,-12.7168,-60.2647,0
VILHENA,-12.7168,-60.2647,0
AGUA AZUL,-23.3747,-46.4016,0
AGUA AZUL,-23.3747,-46.4016,0
AGUA AZUL,-23.3747,-46.4016,0
AGUA VERMELHA,-19.8632,-50.3465,0
AGUA VERMELHA,-19.8632,-50.3465,0
AGUA VERMELHA,-19.8632,-50.3465,0
ALTA PAULISTA,-21.6399,-51.1604,0
ALTA PAULISTA,-21.6399,-51.1604,0
ANHANGUERA,-23.4932,-46.7682,0
ANHANGUERA,-23.4932,-46.7682,0
ANHANGUERA,-23.4932,-46.7682,0
APARECIDA,-22.869,-45.2547,0
APARECIDA,-22.869,-45.2547,0
ARARAQUARA 2,-21.8329,-48.3482,0
ARARAQUARA 2,-21.8329,-48.3482,0
ARARAQUARA 2,-21.8329,-48.3482,0
ARARAQUARA CTP,-21.7832,-48.264,0
ARARAQUARA CTP,-21.7832,-48.264,0
ARARAQUARA FUR,-21.7747,-48.2539,0
ARARAS,-22.3951,-47.461,0
ARARAS,-22.3951,-47.461,0
ASSIS,-22.6689,-50.3502,0
ASSIS,-22.6689,-50.3502,0
ASSIS,-22.6689,-50.3502,0
ASSIS,-22.6689,-50.3502,0
ATIBAIA II,-23.0475,-46.5572,0
ATIBAIA II,-23.0475,-46.5572,0
AVARE NOVA,-23.0622,-48.9326,0
B. SANTISTA,-23.8597,-46.4209,0
B. SANTISTA,-23.8597,-46.4209,0
B. SANTISTA,-23.8597,-46.4209,0
B. SANTISTA,-23.8597,-46.4209,0
BAGUACU,-21.145,-50.2815,0
BAGUACU,-21.145,-50.2815,0
BANDEIRANTES,-23.5986,-46.6928,0
BANDEIRANTES,-23.5986,-46.6928,0
BAURU,-22.2838,-49.0964,0
BAURU,-22.2838,-49.0964,0
BOM JARDIM,-23.1516,-46.9902,0
BOM JARDIM,-23.1516,-46.9902,0
BOM JARDIM,-23.1516,-46.9902,0
BOTUCATU,-22.9509,-48.4373,0
BOTUCATU,-22.9509,-48.4373,0
BRACELL,-22.5389,-48.8085,0
C. PAULISTA,-22.6321,-45.0358,0
C. PAULISTA,-22.6321,-45.0358,0
CABREUVA,-23.2786,-47.1167,0
CABREUVA,-23.2786,-47.1167,0
CABREUVA,-23.2786,-47.1167,0
CAMPINAS,-22.7743,-47.0048,0
CAMPINAS,-22.7743,-47.0048,0
CAMPINAS,-22.7743,-47.0048,0
CAMPINAS,-22.7743,-47.0048,0
CAMPINAS,-22.7743,-47.0048,0
CAMPINAS,-22.7743,-47.0048,0
CAMPINAS,-22.7743,-47.0048,0
CAPAO BONITO,-23.9867,-48.3437,0
CAPAO BONITO,-23.9867,-48.3437,0
CAPIVARA,-22.6547,-51.3571,0
CAPIVARA,-22.6547,-51.3571,0
CARBOCLORO,-23.867,-46.4143,0
CBA2 CIA.B.ALUM,-23.5405,-47.2958,0
CENTRO-CTR,-23.5367,-46.6483,0
CENTRO-CTR,-23.5367,-46.6483,0
CENTRO-CTT,-23.513,-46.7215,0
CERQUILHO III,-23.1394,-47.7738,0
CERQUILHO III,-23.1394,-47.7738,0
CHAVANTES,-23.128,-49.733,0
CHAVANTES,-23.128,-49.733,0
COL BOA HORA,-19.8816,-50.397,0
DOME.RANGONI,-23.9411,-46.2557,0
DOME.RANGONI,-23.9411,-46.2557,0
EDGARD SOUZA,-23.4524,-46.9077,0
EDGARD SOUZA,-23.4524,-46.9077,0
EMBU-GUACU,-23.8447,-46.7997,0
EMBU-GUACU,-23.8447,-46.7997,0
EMBU-GUACU,-23.8447,-46.7997,0
FERNAO DIAS,-23.0578,-46.5134,0
FERNAO DIAS,-23.0578,-46.5134,0
GERDAU SP,-23.4383,-47.0851,1
GETULINA,-21.8555,-49.8384,0
GETULINA,-21.8555,-49.8384,0
GUARIROBA 1,-20.1667,-49.7033,0
GUARULHOS,-23.4426,-46.5854,0
GV DO BRASIL,-22.9224,-45.4109,0
H.BORDEN EXT,-23.8619,-46.4621,0
H.BORDEN EXT,-23.8619,-46.4621,0
H.BORDEN SUB,-23.8619,-46.4621,0
H.BORDEN SUB,-23.8619,-46.4621,0
IBIUNA,-23.6666,-47.1041,0
IBIUNA,-23.6666,-47.1041,0
IBIUNA,-23.6666,-47.1041,0
IBIUNA,-23.6666,-47.1041,0
ILHA SOLTEIRA,-20.3833,-51.3665,0
INTERLAGOS,-23.7099,-46.6816,0
INTERLAGOS,-23.7099,-46.6816,0
INTERLAGOS,-23.7099,-46.6816,0
ITABERA,-23.9514,-49.132,0
ITAPETI,-23.5473,-46.1757,0
ITAPETI,-23.5473,-46.1757,0
ITAPETI,-23.5473,-46.1757,0
ITARARE II,-24.1025,-49.3127,0
ITARARE II,-24.1025,-49.3127,0
ITATIBA,-22.9581,-46.9056,0
ITATIBA,-22.9581,-46.9056,0
JALES,-20.2571,-50.5585,0
JANDIRA,-23.5632,-46.906,0
JANDIRA,-23.5632,-46.906,0
JUPIA,-20.7758,-51.6267,0
JUPIA,-20.7758,-51.6267,0
JURUMIRIM,-23.2102,-49.2304,0
JURUMIRIM,-23.2102,-49.2304,0
L.C.BARRETO,-20.155,-47.2846,0
LESTE,-23.5956,-46.469,0
LESTE,-23.5956,-46.469,0
LORENA,-22.7658,-45.0875,0
LORENA,-22.7658,-45.0875,0
M. FORNASARO,-23.5284,-46.752,0
M. FORNASARO,-23.5284,-46.752,0
MANOE.NOBREGA,-23.9957,-46.5201,0
MANOE.NOBREGA,-23.9957,-46.5201,0
MANOE.NOBREGA,-23.9957,-46.5201,0
MIGUEL REALE,-23.5624,-46.6254,0
MIGUEL REALE,-23.5624,-46.6254,0
MIRASSOL II,-20.8667,-49.5,0
MIRASSOL II,-20.8667,-49.5,0
MOGI,-23.5482,-46.1816,0
MOGI,-23.5482,-46.1816,0
MOGI CRUZES,-23.5041,-46.1697,0
MOGI CRUZES,-23.5041,-46.1697,0
MOGI MIRIM 3,-22.4202,-47.0663,0
MOGI MIRIM 3,-22.4202,-47.0663,0
MORRO AGUDO,-20.865,-48.1556,0
MORRO AGUDO,-20.865,-48.1556,0
N.P.PRIMAVERA,-22.4876,-52.9641,0
N.P.PRIMAVERA,-22.4876,-52.9641,0
NORDESTE,-23.4549,-46.3819,0
NORDESTE,-23.4549,-46.3819,0
NORTE,-23.4827,-46.5582,0
NORTE,-23.4827,-46.5582,0
NOV.PIRATININGA,-23.6989,-46.6786,0
NOV.PIRATININGA,-23.6989,-46.6786,0
NOV.PIRATININGA,-23.6989,-46.6786,0
NOV.PIRATININGA,-23.6989,-46.6786,0
OESTE,-23.4477,-47.4121,0
OESTE,-23.4477,-47.4121,0
P. PRIMAVERA,-22.4757,-52.9587,0
PAR.PAULISTA2,-22.436,-50.592,0
PAR.PAULISTA2,-22.436,-50.592,0
PARAIBUNA,-23.41,-45.6006,0
PBR CUBATAO,-23.8747,-46.4317,0
PEDRANOPOLIS 01,-20.1958,-50.0327,0
PIRACICABA,-22.6345,-47.5711,0
PIRACICABA,-22.6345,-47.5711,0
PIRAJU,-23.1542,-49.38,0
PIRATININGA,-23.6984,-46.6774,0
PIRATININGA,-23.6984,-46.6774,0
PIRATININGA 2,-23.7057,-46.6829,0
PIRATININGA 2,-23.7057,-46.6829,0
PIRITUBA,-23.5009,-46.7086,0
PIRITUBA,-23.5009,-46.7086,0
RAM REBERT F,-23.5792,-46.5238,0
RAM REBERT F,-23.5792,-46.5238,0
REPLAN,-22.7349,-47.1128,0
RIBEIRAOPRETO,-21.1998,-47.6848,0
RIBEIRAOPRETO,-21.1998,-47.6848,0
RIBEIRAOPRETO,-21.1998,-47.6848,0
ROSANA,-22.6,-52.8694,0
ROSANA,-22.6,-52.8694,0
S.CAETANO SUL,-23.6103,-46.5789,0
S.CAETANO SUL,-23.6103,-46.5789,0
S.JOSE CAMPOS,-23.2025,-45.8898,0
S.JOSE CAMPOS,-23.2025,-45.8898,0
SALTO,-23.1786,-47.2411,0
SALTO,-23.1786,-47.2411,0
SALTO GRANDE SP,-22.9039,-49.998,0
SALTO GRANDE SP,-22.9039,-49.998,0
SANTA BARBARA,-22.7267,-47.4177,0
SANTA BARBARA,-22.7267,-47.4177,0
SANTA CABECA,-22.6555,-44.9294,0
SANTA CABECA,-22.6555,-44.9294,0
SANTO ANGELO,-23.586,-46.2538,0
SANTO ANGELO,-23.586,-46.2538,0
SANTO ANGELO,-23.586,-46.2538,0
SCALA III,-23.4947,-46.8128,0
SOLVAY,-23.7689,-46.3748,0
SUL,-23.6994,-46.5211,0
SUL,-23.6994,-46.5211,0
SUMARE,-22.8671,-47.287,0
SUMARE,-22.8671,-47.287,0
TAQUARUCU,-22.5437,-52.0002,0
TAQUARUCU,-22.5437,-52.0002,0
TAUBATE,-23.0637,-45.5859,0
TAUBATE,-23.0637,-45.5859,0
TAUBATE,-23.0637,-45.5859,0
TAUBATE,-23.0637,-45.5859,0
TIJUCO PRETO,-23.7094,-46.2746,0
TIJUCO PRETO,-23.7094,-46.2746,0
TIJUCO PRETO,-23.7094,-46.2746,0
TIJUCO PRETO,-23.7094,-46.2746,0
TOYOTA,-23.3799,-47.4574,0
TRES IRMAOS,-20.6687,-51.2998,0
TRES IRMAOS,-20.6687,-51.2998,0
U.PIRATININGA,-23.6963,-46.6686,0
U.PIRATININGA,-23.6963,-46.6686,0
VALPARAISO,-21.2146,-50.8688,0
VOTUPORANGA 2,-20.4352,-49.9231,0
VOTUPORANGA 2,-20.4352,-49.9231,0
XAVANTES,-23.6583,-46.7237,0
DIANOPOLIS II,-11.628,-46.7944,0
DIANOPOLIS II,-11.628,-46.7944,0
PEIXE ANGICAL,-12.2355,-48.3864,0
PEIXE ANGICAL,-12.2355,-48.3864,0
SAO SALVADOR,-12.8084,-48.2382,0
