nom_subestacao,val_latitude,val_longitude,eh_gerador
OESTE SERIDO,-6.7863,-36.6694,0
PARAISO,-6.2368,-36.0051,0
PARAISO,-6.2368,-36.0051,0
POTIGUAR,-5.8706,-35.2933,0
POTIGUAR III,-5.8747,-35.31,0
RIO DO VENTO,-5.8908,-35.9608,0
SANTO AGOSTINHO,-5.5754,-36.218,0
SER TIGRE SUL,-6.2335,-36.268,0
SERRA DO MEL,-5.1302,-37.0497,0
SERRA DO MEL 2,-5.2249,-37.1164,0
SIMPLICE,-5.8169,-36.6469,0
TOUROS,-5.1819,-35.6567,0
TOUROS,-5.1819,-35.6567,0
UNIAO  VENTOS,-5.0942,-35.8861,0
VALE DO ACU,-5.3801,-36.8211,0
ITABAIANA,-10.6621,-37.4557,0
ITABAIANA,-10.6621,-37.4557,0
ITABAIANINHA,-11.2882,-37.7186,0
ITABAIANINHA,-11.2882,-37.7186,0
JARDIM,-10.8821,-37.1489,0
JARDIM,-10.8821,-37.1489,0
JARDIM,-10.8821,-37.1489,0
NSA.SRA.SOCORRO,-10.8751,-37.1469,0
NSA.SRA.SOCORRO,-10.8751,-37.1469,0
PORTO SERGIPE I,-10.8156,-36.9371,0
ANDIRA LESTE,-23.0781,-50.1933,0
ANDIRA LESTE,-23.0781,-50.1933,0
APUCARANA,-23.5344,-51.4471,0
APUCARANA,-23.5344,-51.4471,0
AREIA,-25.9686,-51.6025,0
AREIA,-25.9686,-51.6025,0
AREIA,-25.9686,-51.6025,0
BAIXO IGUACU,-25.5084,-53.6776,0
BATEIAS,-25.4115,-49.5334,0
BATEIAS,-25.4115,-49.5334,0
BATEIAS,-25.4115,-49.5334,0
BENTO MUNHOZ,-26.0098,-51.666,0
C.COMPRIDO,-25.4311,-49.3693,0
C.COMPRIDO,-25.4311,-49.3693,0
C.I.CURITIBA,-25.5259,-49.3323,0
C.I.CURITIBA,-25.5259,-49.3323,0
C.MOURAO,-24.075,-52.3664,0
C.MOURAO,-24.075,-52.3664,0
CAMPO ASSOBIO,-25.6687,-49.1835,0
CAMPO ASSOBIO,-25.6687,-49.1835,0
CASCAVEL,-24.9953,-53.4562,0
CASCAVEL,-24.9953,-53.4562,0
CASCAVEL NORT,-25.029,-53.5325,0
CASCAVEL NORT,-25.029,-53.5325,0
CASCAVEL OEST,-25.029,-53.5325,0
CASCAVEL OEST,-25.029,-53.5325,0
CASTRO NORTE,-24.7755,-50.0585,0
CASTRO NORTE,-24.7755,-50.0585,0
CURIT. CENTRO,-25.4369,-49.2532,0
CURIT. CENTRO,-25.4369,-49.2532,0
CURIT.LESTE,-25.5711,-49.0801,0
CURIT.LESTE,-25.5711,-49.0801,0
CURITIBA,-25.5947,-49.3167,0
CURITIBA,-25.5947,-49.3167,0
CURITIBA NORT,-25.2344,-49.3177,0
CURITIBA NORT,-25.2344,-49.3177,0
D.S.J.PINHAIS,-25.5296,-49.1283,0
D.S.J.PINHAIS,-25.5296,-49.1283,0
F.IGUACUNORTE,-25.4879,-54.5447,0
F.IGUACUNORTE,-25.4879,-54.5447,0
FIGUEIRA,-23.8495,-50.3881,0
FIGUEIRA,-23.8495,-50.3881,0
FOZ DO CHOPIM,-25.5238,-53.0966,0
FOZ DO CHOPIM,-25.5238,-53.0966,0
GRALHA AZUL,-25.5869,-49.3548,0
GUAIRA,-24.1026,-54.2261,0
GUAIRA,-24.1026,-54.2261,0
GUAIRA,-24.1026,-54.2261,0
GUARAPUAVA OEST,-25.4318,-51.5977,0
GUARAPUAVA OEST,-25.4318,-51.5977,0
IBIPORA,-23.2922,-51.0771,0
IBIPORA,-23.2922,-51.0771,0
IRATI NORTE,-25.3681,-50.6666,0
IRATI NORTE,-25.3681,-50.6666,0
IVAIPORA ELS,-24.4292,-51.6778,0
JAGUARIAIVA,-24.2341,-49.6945,0
JAGUARIAIVA,-24.2341,-49.6945,0
KLABIN CELULOSE,-24.2526,-50.7354,0
LONDRINA COT,-23.2757,-51.2374,0
LONDRINA COT,-23.2757,-51.2374,0
LONDRINA ESU,-23.4625,-51.1419,0
LONDRINA ESU,-23.4625,-51.1419,0
LONDRINA SUL,-23.3898,-51.2357,0
LONDRINA SUL,-23.3898,-51.2357,0
MARINGA,-23.4485,-51.9881,0
MARINGA,-23.4485,-51.9881,0
MEDIANEIRA NT,-25.2725,-54.0959,0
MEDIANEIRA NT,-25.2725,-54.0959,0
PARANAVAI NOR,-23.0333,-52.4472,0
PARANAVAI NOR,-23.0333,-52.4472,0
PARIGOT SOUZA,-25.2532,-48.7619,0
PARIGOT SOUZA,-25.2532,-48.7619,0
PATO BRANCO,-26.2102,-52.6724,0
PATO BRANCO,-26.2102,-52.6724,0
PEROXIDOS,-25.5509,-49.3195,0
PILARZINHO,-25.3719,-49.2755,0
PILARZINHO,-25.3719,-49.2755,0
PONTA G NORTE,-25.0447,-50.1401,0
PONTA G NORTE,-25.0447,-50.1401,0
PONTA G SUL,-25.1753,-50.0993,0
PONTA G SUL,-25.1753,-50.0993,0
PONTA GROSSA,-25.0908,-50.322,0
PONTA GROSSA,-25.0908,-50.322,0
POSTO FISCAL,-25.5532,-48.5643,0
POSTO FISCAL,-25.5532,-48.5643,0
REALEZA SUL,-25.7826,-53.5177,0
REALEZA SUL,-25.7826,-53.5177,0
REPAR,-25.5795,-49.3627,0
S. OSORIO,-25.54,-53.0128,0
S.MATEUS SUL,-25.8537,-50.4021,0
S.SANTIAGO,-25.6308,-52.6228,0
SALTO CAXIAS,-25.5435,-53.4976,0
SANTA MONICA,-25.3636,-49.1442,0
SANTA MONICA,-25.3636,-49.1442,0
SANTAQUITERIA,-25.461,-49.3118,0
SANTAQUITERIA,-25.461,-49.3118,0
SARANDI,-23.4428,-51.828,0
SARANDI,-23.4428,-51.828,0
SARANDI,-23.4428,-51.828,0
SE.MAUA,-24.0401,-50.6926,0
SEGREDO,-25.7885,-52.0967,0
U.ARAUCARIA,-25.5883,-49.3559,0
U.ARAUCARIA,-25.5883,-49.3559,0
U.ARAUCARIA,-25.5883,-49.3559,0
U.VITORIA NORTE,-26.1343,-51.1452,0
U.VITORIA NORTE,-26.1343,-51.1452,0
UBERABA,-25.477,-49.2084,0
UBERABA,-25.477,-49.2084,0
UMBARA,-25.5914,-49.3179,0
UMBARA,-25.5914,-49.3179,0
UMUARAMA SUL,-23.793,-53.2864,0
UMUARAMA SUL,-23.793,-53.2864,0
US. FIGUEIRA,-23.8518,-50.3902,0
USI PAR.SOUZA,-25.1383,-48.8744,0
USI PAR.SOUZA,-25.1383,-48.8744,0
USI PAR.SOUZA,-25.1383,-48.8744,0
USI PAR.SOUZA,-25.1383,-48.8744,0
14 DE JULHO,-29.0648,-51.6749,0
ALEGRETE2,-29.7772,-55.7228,0
ALEGRETE2,-29.7772,-55.7228,0
ATLANTIDA 2,-29.7824,-50.0546,0
ATLANTIDA 2,-29.7824,-50.0546,0
BAGE2,-31.2881,-54.0708,0
BAGE2,-31.2881,-54.0708,0
C.INDUSTRIAL,-29.8914,-51.1778,0
C.INDUSTRIAL,-29.8914,-51.1778,0
CACHOEIRINHA3,-29.8985,-51.1017,0
CACHOEIRINHA3,-29.8985,-51.1017,0
CAMAQUA,-30.8275,-51.8161,0
CAMAQUA,-30.8275,-51.8161,0
CAMAQUA 3,-30.8095,-51.8086,0
CAMAQUA 3,-30.8095,-51.8086,0
CAMPO BOM,-29.6931,-51.0647,0
CAMPO BOM,-29.6931,-51.0647,0
CANDELARIA 2,-29.6496,-52.7954,0
CANDELARIA 2,-29.6496,-52.7954,0
CANDIOTA,-31.5719,-53.6892,0
CANDIOTA,-31.5719,-53.6892,0
CANDIOTA 2,-31.5699,-53.6887,0
CANDIOTA 2,-31.5699,-53.6887,0
CANDIOTA III,-31.5458,-53.6566,0
CANDIOTA III,-31.5458,-53.6566,0
CANOAS,-29.8764,-51.1469,0
CANOAS,-29.8764,-51.1469,0
CANOAS 1,-29.9472,-51.1908,0
CANOAS 2,-29.8746,-51.1441,0
CAPIVARI SUL,-30.1037,-50.4385,0
CAPIVARI SUL,-30.1037,-50.4385,0
CAPIVARI SUL,-30.1037,-50.4385,0
CASTERTECH,-29.1464,-51.1481,0
CASTRO ALVES,-29.0053,-51.3844,0
CAXIAS,-29.2772,-51.201,0
CAXIAS,-29.2772,-51.201,0
CAXIAS 6,-29.1658,-51.1228,0
CAXIAS 6,-29.1658,-51.1228,0
CAXIAS NORTE,-29.0988,-51.2642,0
CAXIAS NORTE,-29.0988,-51.2642,0
CAXIAS NORTE,-29.0988,-51.2642,0
CAXIAS SUL 2,-29.1414,-51.1575,0
CAXIAS SUL 2,-29.1414,-51.1575,0
CAXIAS SUL 5,-29.1325,-51.1917,0
CAXIAS SUL 5,-29.1325,-51.1917,0
CERRO CHATO,-30.8148,-55.7055,0
CHARQUEADAS,-29.9519,-51.6211,0
CHARQUEADAS3,-29.961,-51.5997,0
CHARQUEADAS3,-29.961,-51.5997,0
CRUZ ALTA 2,-28.6643,-53.6455,0
CRUZ ALTA 2,-28.6643,-53.6455,0
CV.GARABI 1,-28.2557,-55.6707,0
CV.GARABI 1,-28.2557,-55.6707,0
CV.GARABI 1,-28.2557,-55.6707,0
CV.GARABI 2,-28.254,-55.671,0
CV.GARABI 2,-28.254,-55.671,0
CV.GARABI 2,-28.254,-55.671,0
ELDORADO SUL,-30.0142,-51.3172,0
FARROUPILHA,-29.2186,-51.3239,0
FARROUPILHA,-29.2186,-51.3239,0
FARROUPILHA,-29.2186,-51.3239,0
FARROUPILHA,-29.2186,-51.3239,0
FIBRAPLAC,-29.8969,-50.7664,0
FOZ CHAPECO,-27.14,-53.0528,0
FOZ CHAPECO,-27.14,-53.0528,0
GARIBALDI 1,-29.2372,-51.5119,0
GARIBALDI 1,-29.2372,-51.5119,0
GRAVATAI,-29.8847,-51.0614,0
GRAVATAI,-29.8847,-51.0614,0
GRAVATAI,-29.8847,-51.0614,0
GRAVATAI,-29.8847,-51.0614,0
GRAVATAI2,-29.8853,-51.0642,0
GRAVATAI2,-29.8853,-51.0642,0
GRAVATAI3,-29.8944,-50.9833,0
GRAVATAI3,-29.8944,-50.9833,0
GUAIBA 2,-30.1299,-51.3817,0
GUAIBA 2,-30.1299,-51.3817,0
GUAIBA 3,-30.0483,-51.5293,0
GUAIBA 3,-30.0483,-51.5293,0
GUARITA,-27.6119,-53.5694,0
GUARITA,-27.6119,-53.5694,0
IJUI 2,-28.3637,-53.9041,0
IJUI 2,-28.3637,-53.9041,0
ITAUBA,-29.2607,-53.2359,0
JARDIM BOTANICO,-30.0423,-51.1727,0
JARDIM BOTANICO,-30.0423,-51.1727,0
JBO LT GRA2,-30.0556,-51.1683,0
JBO LT PA10,-30.0556,-51.1684,0
L.GRANDE,-28.9908,-50.5568,0
L.GRANDE,-28.9908,-50.5568,0
L.VERMELHA 2,-28.1856,-51.5229,0
L.VERMELHA 2,-28.1856,-51.5229,0
LAJEADO 2,-29.4656,-51.9845,0
LAJEADO 2,-29.4656,-51.9845,0
LAJEADO III,-29.1754,-51.4717,0
LAJEADO III,-29.1754,-51.4717,0
LIVRAMENTO 2,-30.8614,-55.5422,0
LIVRAMENTO 2,-30.8614,-55.5422,0
LIVRAMENTO 3,-30.7863,-55.7536,0
MACAMBARA,-29.1497,-56.0647,0
MACAMBARA,-29.1497,-56.0647,0
MACAMBARA 3,-29.1575,-56.0639,0
MARMELEIRO 2,-33.1395,-52.99,0
MISSOES,-28.3883,-54.9327,0
MISSOES,-28.3883,-54.9327,0
MONTE CLARO,-29.0133,-51.5356,0
N.PETROPOLIS2,-29.3518,-51.0034,0
N.PETROPOLIS2,-29.3518,-51.0034,0
NOVA PRATA 2,-28.8053,-51.6122,0
NOVA PRATA 2,-28.8053,-51.6122,0
NOVA STA RITA,-29.8233,-51.3352,0
NOVA STA RITA,-29.8233,-51.3352,0
OSORIO 2,-29.895,-50.3139,0
OSORIO 2,-29.895,-50.3139,0
OSORIO 3,-29.9064,-50.3171,0
P.PETROQUIMIC,-29.8692,-51.3881,0
P.PETROQUIMIC,-29.8692,-51.3881,0
PASSO FUNDO,-27.4831,-52.7181,0
PASSO FUNDO,-27.4831,-52.7181,0
PASSO REAL,-29.017,-53.19,0
PASSO REAL,-29.017,-53.19,0
PELOTAS3,-31.7269,-52.4069,0
PELOTAS3,-31.7269,-52.4069,0
PORTO ALEGRE8,-30.0083,-51.1406,0
PORTO ALEGRE8,-30.0083,-51.1406,0
PORTO ALEGRE9,-29.9711,-51.1958,0
PORTO ALEGRE9,-29.9711,-51.1958,0
PORTOALEGRE 1,-30.0165,-51.1712,0
PORTOALEGRE 1,-30.0165,-51.1712,0
PORTOALEGRE 4,-30.0469,-51.2282,0
PORTOALEGRE10,-30.0458,-51.1961,0
PORTOALEGRE10,-30.0458,-51.1961,0
PORTOALEGRE13,-30.0947,-51.2253,0
PORTOALEGRE6,-30.0633,-51.1431,0
PORTOALEGRE6,-30.0633,-51.1431,0
POVO NOVO,-31.9295,-52.341,0
POVO NOVO,-31.9295,-52.341,0
PRE.MEDICI,-31.5522,-53.6809,0
PRE.MEDICI,-31.5522,-53.6809,0
QUINTA,-32.0753,-52.2672,0
QUINTA,-32.0753,-52.2672,0
QUINTA,-32.0753,-52.2672,0
RESTINGA,-30.1243,-51.1635,0
RESTINGA,-30.1243,-51.1635,0
S V PALMAR 2,-33.4753,-53.3006,0
S V PALMAR 2,-33.4753,-53.3006,0
S.VICENTE SUL,-29.6939,-54.6958,0
S.VICENTE SUL,-29.6939,-54.6958,0
SANTA CRUZ1,-29.7125,-52.5472,0
SANTA CRUZ1,-29.7125,-52.5472,0
SANTA MARIA 3,-29.6811,-53.8758,0
SANTA MARIA 3,-29.6811,-53.8758,0
SANTA MARIA 3,-29.6811,-53.8758,0
SANTA MARTA,-28.2833,-52.4286,0
SANTA MARTA,-28.2833,-52.4286,0
SANTA MARTA,-28.2833,-52.4286,0
SANTA ROSA 1,-27.8758,-54.4569,0
SANTA ROSA 1,-27.8758,-54.4569,0
SANTO ANGELO,-28.2801,-54.3261,0
SANTO ANGELO,-28.2801,-54.3261,0
SANTO ANGELO2,-28.3033,-54.2856,0
SANTO ANGELO2,-28.3033,-54.2856,0
SAO BORJA2,-28.6889,-55.9958,0
SAO BORJA2,-28.6889,-55.9958,0
SCHARLAU,-29.7197,-51.1514,0
SCHARLAU,-29.7197,-51.1514,0
SCHARLAU 2,-29.7173,-51.1507,0
SCHARLAU 2,-29.7173,-51.1507,0
SCHARLAU 2,-29.7173,-51.1507,0
SCHARLAU 2,-29.7173,-51.1507,0
TAPERA 2,-28.6736,-52.8681,0
TAPERA 2,-28.6736,-52.8681,0
TAQUARA,-29.6556,-50.7922,0
TAQUARA,-29.6556,-50.7922,0
TORRES 2,-29.311,-49.804,0
TORRES 2,-29.311,-49.804,0
U.D.FRANCISCA,-29.4491,-53.285,0
U.MONTE CLARO,-29.0308,-51.5213,0
U.URUGUAIANA,-29.7599,-56.9905,0
URUGUAIANA5,-29.8075,-57.0033,0
URUGUAIANA5,-29.8075,-57.0033,0
UTE PAMPA SUL,-31.4518,-53.7777,1
V.AIRES,-29.6336,-52.1553,0
V.AIRES,-29.6336,-52.1553,0
VIAMAO 3,-30.0362,-51.0634,0
VIAMAO 3,-30.0362,-51.0634,0
VILA MARIA,-28.5546,-52.0821,0
VILA MARIA,-28.5546,-52.0821,0
VINHEDOS,-29.4372,-51.902,0
VINHEDOS,-29.4372,-51.902,0
ABDON BATISTA,-27.5713,-51.0715,0
ABDON BATISTA,-27.5713,-51.0715,0
BARRA GRANDE,-27.7692,-51.1844,0
BIGUACU,-27.4847,-48.7326,0
BIGUACU,-27.4847,-48.7326,0
BIGUACU,-27.4847,-48.7326,0
BLUMENAU,-26.7806,-49.0803,0
BLUMENAU,-26.7806,-49.0803,0
BLUMENAU,-26.7806,-49.0803,0
C.NOVOS,-27.5395,-51.4175,0
C.NOVOS,-27.5395,-51.4175,0
C.NOVOS,-27.5395,-51.4175,0
CANOINHAS CSC,-26.2614,-50.6432,0
CANOINHAS ESU,-26.1972,-50.4031,0
CANOINHAS ESU,-26.1972,-50.4031,0
CANOINHAS ESU,-26.1972,-50.4031,0
CANOINHAS ESU,-26.1972,-50.4031,0
DESTERRO,-27.6705,-48.5141,0
DESTERRO,-27.6705,-48.5141,0
FORQUILHINHA,-28.7514,-49.5235,0
FORQUILHINHA,-28.7514,-49.5235,0
GASPAR 2,-26.8746,-49.0212,0
GASPAR 2,-26.8746,-49.0212,0
GASPAR 2,-26.8746,-49.0212,0
INDAIAL,-26.9028,-49.2745,0
INDAIAL,-26.9028,-49.2745,0
ITA,-27.2726,-52.4061,0
ITA,-27.2726,-52.4061,0
ITAJAI,-26.973,-48.7814,0
ITAJAI,-26.973,-48.7814,0
ITAJAI 2,-26.9633,-48.6997,0
ITAJAI 2,-26.9633,-48.6997,0
ITAJAI 2,-26.9633,-48.6997,0
J.LACERDA-A,-28.4489,-48.9697,0
J.LACERDA-A,-28.4489,-48.9697,0
J.LACERDA-A,-28.4489,-48.9697,0
J.LACERDA-B,-28.456,-48.9697,0
JARAGUA DO SUL,-26.4368,-49.1645,0
JARAGUA DO SUL,-26.4368,-49.1645,0
JOINV.NORTE,-26.2518,-48.9012,0
JOINV.NORTE,-26.2518,-48.9012,0
JOINVILLE,-26.2919,-48.8867,0
JOINVILLE,-26.2919,-48.8867,0
JOINVILLE,-26.2919,-48.8867,0
JOINVILLE SUL,-26.3902,-48.948,0
LAGES,-27.7563,-50.3368,0
LAGES,-27.7563,-50.3368,0
MACHADINHO,-27.5277,-51.79,0
PALHOCA  ESU,-27.6419,-48.6906,0
PALHOCA  ESU,-27.6419,-48.6906,0
PINHALZINHO 2,-26.8209,-53.0236,0
PINHALZINHO 2,-26.8209,-53.0236,0
RATONES,-27.484,-48.5016,0
RATONES,-27.484,-48.5016,0
RIO DO SUL,-27.1639,-49.609,0
RIO DO SUL,-27.1639,-49.609,0
SALTO PILAO,-27.1359,-49.5183,0
SIDEROPOL.ESU,-28.6019,-49.4117,0
SIDEROPOL.ESU,-28.6019,-49.4117,0
SIDEROPOLIS 2,-28.5559,-49.4101,0
SIDEROPOLIS 2,-28.5559,-49.4101,0
TUBARAO SUL,-28.541,-49.103,0
TUBARAO SUL,-28.541,-49.103,0
TUBARAO SUL,-28.541,-49.103,0
U.C NOVOS,-27.6041,-51.3271,0
U.ITA,-27.2767,-52.3822,0
U.JLACERDA A,-28.4542,-48.9691,0
U.JLACERDA A,-28.4542,-48.9691,0
U.JLACERDA B,-28.4542,-48.9691,0
U.JLACERDA C,-28.4542,-48.9691,0
UHE GARIBALDI,-27.6247,-50.9839,1
UHE SAO ROQUE,-27.4978,-50.8046,1
VIDEIRA,-26.9987,-51.0924,0
VIDEIRA,-26.9987,-51.0924,0
XANXERE CSC,-26.8638,-52.3904,0
XANXERE ESU,-26.8619,-52.3931,0
XANXERE ESU,-26.8619,-52.3931,0
XANXERE ESU,-26.8619,-52.3931,0
XANXERE ESU,-26.8619,-52.3931,0
XANXERE ESU,-26.8619,-52.3931,0
CRUZEIRO SUL,-7.6924,-72.6386,0
CRUZEIRO SUL,-7.6924,-72.6386,0
FEIJO,-8.1918,-70.5546,0
FEIJO,-8.1918,-70.5546,0
RIO BRANCO I,-10.0107,-67.7298,0
RIO BRANCO I,-10.0107,-67.7298,0
RIO BRANCO I,-10.0107,-67.7298,0
TUCUMA,-10.044,-67.9352,0
TUCUMA,-10.044,-67.9352,0
BRAS. GERAL,-15.8127,-47.9514,1
BRAS. SUL,-15.8623,-48.0681,0
BRAS. SUL,-15.8623,-48.0681,0
BRAS. SUL,-15.8623,-48.0681,0
BRAS.LESTE,-15.8074,-47.7087,0
BRAS.LESTE,-15.8074,-47.7087,0
SAMAMBAIA,-15.925,-48.1725,0
SAMAMBAIA,-15.925,-48.1725,0
SAMAMBAIA,-15.925,-48.1725,0
CACHOEIRO,-20.8475,-41.09,0
JOAO NEIVA 2,-19.7741,-40.3935,0
JOAO NEIVA 2,-19.7741,-40.3935,0
JOAO NEIVA 2,-19.7741,-40.3935,0
LINHARES,-19.4028,-40.1072,0
LINHARES,-19.4028,-40.1072,0
MASCARENHAS,-19.5032,-40.9182,0
MASCARENHAS,-19.5032,-40.9182,0
RIO NOVO SUL,-20.8579,-40.8832,0
RIO NOVO SUL,-20.8579,-40.8832,0
RIO NOVO SUL,-20.8579,-40.8832,0
SAFRA,-20.9555,-41.1119,0
SAO MATEUS 2,-18.7516,-39.7663,0
SAO MATEUS 2,-18.7516,-39.7663,0
UTE VIANA,-20.374,-40.4293,1
VERONA,-18.7441,-40.454,0
VERONA,-18.7441,-40.454,0
VIANA,-20.37,-40.4367,0
VIANA,-20.37,-40.4367,0
VIANA 2,-20.3824,-40.5081,0
VIANA 2,-20.3824,-40.5081,0
VITORIA,-20.1935,-40.2931,0
VITORIA,-20.1935,-40.2931,0
VITORIA,-20.1935,-40.2931,0
VITORIA,-20.1935,-40.2931,0
VITORIA,-20.1935,-40.2931,0
VITORIA,-20.1935,-40.2931,0
AGUAS LINDAS,-15.7682,-48.2751,0
AGUAS LINDAS,-15.7682,-48.2751,0
ANHANGUERA,-16.7905,-49.2347,0
ANHANGUERA,-16.7905,-49.2347,0
ANHANGUERA,-16.7905,-49.2347,0
ASOLO 2,-17.9478,-49.8544,0
BANDEIRANTES,-16.7932,-49.234,0
BANDEIRANTES,-16.7932,-49.234,0
BAR.COQUEIROS,-18.7275,-50.9863,0
BARRO ALTO,-15.1194,-48.9259,0
BARRO ALTO,-15.1194,-48.9259,0
C. DOURADA,-18.5007,-49.4874,0
C. DOURADA,-18.5007,-49.4874,0
CANA BRAVA,-13.4024,-48.1433,0
CARAJAS,-16.7192,-49.3525,0
CARAJAS,-16.7192,-49.3525,0
CORUMBA,-17.9867,-48.5414,0
CORUMBA,-17.9867,-48.5414,0
DAIA,-16.3964,-48.9304,0
EDEIA,-17.2973,-49.9114,0
FIRMINOPOLIS,-16.5921,-50.3279,0
FIRMINOPOLIS,-16.5921,-50.3279,0
GOIANIA LESTE,-16.6839,-49.2359,0
ITAGUACU,-19.0083,-50.6712,0
ITAGUACU,-19.0083,-50.6712,0
ITAPACI,-14.9448,-49.5238,0
ITAPACI,-14.9448,-49.5238,0
ITAPACI,-14.9448,-49.5238,0
JATAI,-17.7862,-52.0911,0
JLM.G.PEREIRA,-19.1171,-50.6457,0
LUZIANIA,-16.3488,-47.8317,0
LUZIANIA,-16.3488,-47.8317,0
MARAJOARA,-22.7223,-43.6337,0
NIQUELANDIA,-14.4725,-48.4899,0
NIQUELANDIA,-14.4725,-48.4899,0
PALMEIRAS,-16.7848,-49.9415,0
PALMEIRAS,-16.7848,-49.9415,0
PALMEIRAS GO,-16.806,-49.915,0
PARANAIBA,-18.3713,-49.2104,0
PARANAIBA,-18.3713,-49.2104,0
PIRINEUS,-16.3853,-48.8666,0
PIRINEUS,-16.3853,-48.8666,0
PIRINEUS CELG,-16.3846,-48.8663,0
PIRINEUS CELG,-16.3846,-48.8663,0
PLANALTO,-17.8124,-49.2312,0
PLANALTO,-17.8124,-49.2312,0
QUIRINOPOLIS2,-18.4854,-50.5772,0
QUIRINOPOLIS2,-18.4854,-50.5772,0
R.VERDE NORTE,-17.7226,-50.8626,0
R.VERDE NORTE,-17.7226,-50.8626,0
RIO CLARO 2,-17.6296,-51.6889,0
RIO CLARO 2,-17.6296,-51.6889,0
RIO VERDE FUR,-17.7611,-50.8836,0
RIO VERDE FUR,-17.7611,-50.8836,0
S.DA MESA,-13.8228,-48.299,0
S.DA MESA,-13.8228,-48.299,0
S.DA MESA,-13.8228,-48.299,0
S.R.VERDINHO,-19.1427,-50.7539,0
SALTO,-18.8082,-51.171,0
SERRA MESA 2,-13.7657,-48.0464,0
SILVANIA,-16.5834,-48.3038,0
STA.MARIA CELG,-16.0286,-48.0362,0
TRINDADE,-16.6196,-49.5777,0
TRINDADE,-16.6196,-49.5777,0
UH BCOQUEIROS,-18.7217,-51.0028,0
UHE CACU,-18.5306,-51.1478,1
XAVANTES,-16.5812,-49.2593,0
XAVANTES,-16.5812,-49.2593,0
AIMORES,-19.4571,-41.098,0
AIMORES,-19.4571,-41.098,0
AIMORES,-19.4571,-41.098,0
AIMORES-SE,-19.5,-41.0235,0
APERAM,-19.5343,-42.6375,0
ARACUAI 2,-16.835,-42.0201,0
ARACUAI 2,-16.835,-42.0201,0
ARAXA 3,-19.7119,-46.9974,0
ARAXA 3,-19.7119,-46.9974,0
ARINOS 2,-15.7515,-45.9715,0
B.DESPACHO 3,-19.7934,-45.3113,0
BAGUARI,-19.0216,-42.1249,0
BAGUARI,-19.0216,-42.1249,0
BAGUARI,-19.0216,-42.1249,0
BAGUARI,-19.0216,-42.1249,0
BAGUARI-SE,-19.0132,-42.1233,0
BARAO COCAIS3,-19.853,-43.4415,0
BARBACENA 2,-21.1863,-43.7545,0
BARBACENA 2,-21.1863,-43.7545,0
BARREIRO 1,-20.0004,-43.9912,0
BARREIRO 1,-20.0004,-43.9912,0
BARRO BRANCO,-20.4322,-43.3181,0
BETIM 6,-19.894,-44.2371,0
BETIM 6,-19.894,-44.2371,0
BRAUNAS,-19.1143,-42.7294,0
BRAUNAS,-19.1143,-42.7294,0
BRAUNAS,-19.1143,-42.7294,0
CAPELINHA 3,-17.7243,-42.4471,0
CONSE. PENA,-19.1803,-41.4826,0
CONSE. PENA,-19.1803,-41.4826,0
EMBORCACAO,-18.4572,-47.9867,0
EMBORCACAO,-18.4572,-47.9867,0
ESTREITO,-20.2587,-47.1779,0
ESTREITO,-20.2587,-47.1779,0
ESTREITO,-20.2587,-47.1779,0
FURNAS,-20.6669,-46.3188,0
FURNAS,-20.6669,-46.3188,0
G.VALADARES 2,-18.8498,-41.9801,0
G.VALADARES 2,-18.8498,-41.9801,0
G.VALADARES 6,-18.8101,-41.9716,0
G.VALADARES 6,-18.8101,-41.9716,0
GERDAU O.BRANCO,-20.5351,-43.7292,1
GUIL AMORIM-SE,-19.675,-42.9236,0
GUILMA AMORIM,-19.7083,-42.96,0
IPATINGA 1,-19.4389,-42.5576,0
IPATINGA 1,-19.4389,-42.5576,0
IRAPE-SE,-16.7297,-42.5708,0
IRAPE-SE,-16.7297,-42.5708,0
ITABIRA 2,-19.5955,-43.1998,0
ITABIRA 2,-19.5955,-43.1998,0
ITABIRA 4,-19.6028,-43.2855,0
ITABIRA 5,-19.6,-43.334,0
ITABIRA 5,-19.6,-43.334,0
ITABIRITO 2,-20.3286,-43.785,0
ITABIRITO 2,-20.3286,-43.785,0
ITAJUBA 3,-22.4679,-45.5154,0
ITAJUBA 3,-22.4679,-45.5154,0
ITUMBIARA,-18.4071,-49.1113,0
ITUMBIARA,-18.4071,-49.1113,0
ITUMBIARA,-18.4071,-49.1113,0
ITUTINGA,-21.2963,-44.6292,0
ITUTINGA-SE,-21.2962,-44.6291,0
ITUTINGA-SE,-21.2962,-44.6291,0
ITUTINGA-US,-21.2921,-44.6253,0
J.MONLEVADE 2,-19.8168,-43.1347,0
J.MONLEVADE 4,-19.8086,-43.1073,0
J.MONLEVADE 4,-19.8086,-43.1073,0
JAGUARA-345,-20.0188,-47.4381,0
JAGUARA-345,-20.0188,-47.4381,0
JAGUARA-500,-20.013,-47.4382,0
JAGUARA-500,-20.013,-47.4382,0
JAGUARA-500,-20.013,-47.4382,0
JAGUARA-500,-20.013,-47.4382,0
JAIBA,-15.2928,-43.7153,0
JAIBA,-15.2928,-43.7153,0
JAIBA,-15.2928,-43.7153,0
JANAUBA 3,-15.9228,-43.327,0
JANAUBA 3,-15.9228,-43.327,0
JANAUBA 3,-15.9228,-43.327,0
JANAUBA 6,-16.1647,-43.5739,0
JECEABA,-20.5836,-43.97,0
