id_subsistema;nom_subsistema;id_estado;nom_estado;nom_agente_principal;id_subestacao;nom_subestacao;val_niveltensao;id_estacao;num_barra;val_latitude;val_longitude
NE;Nordeste;CE;Ceará;DUNAS;CEPCT;PACATUBA;500.0;CEPCT-5A;5841;-3.9004;-38.5412
NE;Nordeste;CE;Ceará;EOL BURITI;CEPPG;PAPAGAIO;69.0;CEPPG-0A;44858;-2.8843;-39.9949
NE;Nordeste;CE;Ceará;CHESF;CEPCE;PECEM II;230.0;CEPCE-2A;5371;-3.5955;-38.8768
NE;Nordeste;CE;Ceará;CHESF;CEPCE;PECEM II;500.0;CEPCE-5A;5370;-3.5955;-38.8768
NE;Nordeste;CE;Ceará;CHESF;CEPCD;PICI II;69.0;CEPCD-0E;94607;-3.7444;-38.5833
NE;Nordeste;CE;Ceará;CHESF;CEPCD;PICI II;69.0;CEPCD-0F;95723;-3.7444;-38.5833
NE;Nordeste;CE;Ceará;CHESF;CEPCD;PICI II;69.0;CEPCD-0D;5643;-3.7444;-38.5833
NE;Nordeste;CE;Ceará;CHESF;CEPCD;PICI II;69.0;CEPCD-0C;94609;-3.7444;-38.5833
NE;Nordeste;CE;Ceará;CHESF;CEPCD;PICI II;69.0;CEPCD-0A;94608;-3.7444;-38.5833
NE;Nordeste;CE;Ceará;CHESF;CEPCD;PICI II;230.0;CEPCD-2A;5641;-3.7444;-38.5833
NE;Nordeste;CE;Ceará;ENERGIA DOS VENTOS 1;CEPTM;PITOMBEIRA;230.0;CEPTM-2A;7184;-4.6054;-37.6474
NE;Nordeste;CE;Ceará;PORTO PECEM;CEUTPC;PORTO PECEM I;230.0;CEUTPC2B;95007;-3.5524;-38.8085
NE;Nordeste;CE;Ceará;PORTO PECEM;CEUTPC;PORTO PECEM I;230.0;CEUTPC2A;93748;-3.5524;-38.8085
NE;Nordeste;CE;Ceará;PECEM II;CEUTPD;PORTO PECEM II;230.0;CEUTPD2A;90042;-3.5918;-38.8661
NE;Nordeste;CE;Ceará;CPFL ENERGIAS;CEUFMS;PRAIA FORMOS SE;230.0;CEUFMS2A;5449;-2.9187;-41.0313
NE;Nordeste;CE;Ceará;CHESF;CEQXA;QUIXADA;500.0;CEQXA-5A;5428;-4.9538;-38.9287
NE;Nordeste;CE;Ceará;CHESF;CEQXR;QUIXERE;230.0;CEQXR-2A;5337;-5.0346;-37.7855
NE;Nordeste;CE;Ceará;CHESF;CERSD;RUSSAS II;69.0;CERSD-0B;5433;-4.9492;-37.9953
NE;Nordeste;CE;Ceará;CHESF;CERSD;RUSSAS II;230.0;CERSD-2A;5431;-4.9492;-37.9953
NE;Nordeste;CE;Ceará;SANTO INÁCIO III;RNSTI;SANTO INACIO;230.0;RNSTI-2A;6734;-4.7869;-37.3060
NE;Nordeste;CE;Ceará;CHESF;CESBD;SOBRAL II;69.0;CESBD-0A;5483;-3.6997;-40.3823
NE;Nordeste;CE;Ceará;CHESF;CESBD;SOBRAL II;230.0;CESBD-2A;5481;-3.6997;-40.3823
NE;Nordeste;CE;Ceará;CHESF;CESBT;SOBRAL III;230.0;CESBT-2A;5488;-3.6914;-40.2985
NE;Nordeste;CE;Ceará;CHESF;CESBT;SOBRAL III;500.0;CESBT-5A;5480;-3.6914;-40.2985
NE;Nordeste;CE;Ceará;CHESF;CETAA;TAUA II;69.0;CETAA-0A;5613;-6.0012;-40.2756
NE;Nordeste;CE;Ceará;CHESF;CETAA;TAUA II;230.0;CETAA-2A;5611;-6.0012;-40.2756
NE;Nordeste;CE;Ceará;ARGO;CETIA;TIANGUA II;230.0;CETIA-2A;5917;-3.7714;-41.0287
NE;Nordeste;CE;Ceará;ARGO;CETIA;TIANGUA II;500.0;CETIA-5A;5176;-3.7714;-41.0287
NE;Nordeste;CE;Ceará;MARACANAÚ GERAÇÃO;CEMRU;UT.MARACANAU1;69.0;CEUMU-0E;91527;-3.8608;-38.5572
NE;Nordeste;CE;Ceará;PETROBRAS;CEUSCJ;UT.TERMOCEARA;230.0;CEUSCJ2A;93978;-3.6925;-38.8717
NE;Nordeste;CE;Ceará;PETROBRAS;CEUSCJ;UT.TERMOCEARA;230.0;CEUSCJ2B;90037;-3.6925;-38.8717
NE;Nordeste;PB;Paraíba;CHESF;PBCGD;C.GRANDE II;69.0;PBCGD-0A;5226;-7.2659;-35.9088
NE;Nordeste;PB;Paraíba;CHESF;PBCGD;C.GRANDE II;138.0;PBCGD-1A;5235;-7.2659;-35.9088
NE;Nordeste;PB;Paraíba;CHESF;PBCGD;C.GRANDE II;230.0;PBCGD-2A;5222;-7.2659;-35.9088
NE;Nordeste;PB;Paraíba;CHESF;PBCGT;C.GRANDE III;230.0;PBCGT-2A;5202;-7.2533;-35.9803
NE;Nordeste;PB;Paraíba;CHESF;PBCGT;C.GRANDE III;500.0;PBCGT-5A;5200;-7.2533;-35.9803
NE;Nordeste;PB;Paraíba;CHESF;PBCMA;COREMAS;69.0;PBCMA-0A;5623;-7.0162;-37.9554
NE;Nordeste;PB;Paraíba;CHESF;PBCMA;COREMAS;230.0;PBCMA-2A;5621;-7.0162;-37.9554
NE;Nordeste;PB;Paraíba;CHESF;PBCTM;COTEMINAS;230.0;PBCTM-2A;5216;-7.2801;-35.8957
NE;Nordeste;PB;Paraíba;EPASA;PBEPA;EPASA;230.0;PBEPA-2A;5217;-7.2080;-34.9213
NE;Nordeste;PB;Paraíba;BORBOREMA;PBJPII;JOAO PESSOA II;69.0;PBJPII0B;5838;-7.2191;-34.9270
NE;Nordeste;PB;Paraíba;BORBOREMA;PBJPII;JOAO PESSOA II;230.0;PBJPII2A;5837;-7.2191;-34.9270
NE;Nordeste;PB;Paraíba;BORBOREMA;PBJPII;JOAO PESSOA II;500.0;PBJPII5A;5836;-7.2191;-34.9270
NE;Nordeste;PB;Paraíba;CHESF;PBMRD;MUSSURE II;69.0;PBMRD-0A;5213;-7.1820;-34.8937
NE;Nordeste;PB;Paraíba;CHESF;PBMRD;MUSSURE II;230.0;PBMRD-2A;5211;-7.1820;-34.8937
NE;Nordeste;PB;Paraíba;TAESA;PBNFL;NORFIL;230.0;PBNFL-2A;5212;-7.1959;-34.9003
NE;Nordeste;PB;Paraíba;CHESF;RNRID;RIACHAO II;230.0;RNRID-2A;45086;-6.5170;-35.6331
NE;Nordeste;PB;Paraíba;COREMAS I;PBRAL;RIO ALTO;230.0;PBRAL-2A;5958;-6.9661;-37.9892
NE;Nordeste;PB;Paraíba;SANTA LUZIA;RNSTL;SANTA LUZIA II;138.0;PBSLD-1A;7978;-6.9117;-36.9836
NE;Nordeste;PB;Paraíba;SANTA LUZIA;RNSTL;SANTA LUZIA II;500.0;RNSTL-5A;5926;-6.9117;-36.9836
NE;Nordeste;PB;Paraíba;CHESF;PBSRD;SANTA RITA II;69.0;PBSRD-0A;5273;-7.1555;-35.0096
NE;Nordeste;PB;Paraíba;CHESF;PBSRD;SANTA RITA II;230.0;PBSRD-2A;5271;-7.1555;-35.0096
NE;Nordeste;PB;Paraíba;NEO REN;PBLZA;SUB LUZIA;138.0;PBLZA-1A;92301;-6.8408;-36.9329
NE;Nordeste;PB;Paraíba;EPASA;PBUTN;TERMONORDESTE;230.0;PBUTN-2A;44109;-7.1614;-34.8603
NE;Nordeste;PB;Paraíba;EPASA;PBUTP;TERMOPARAIBA;230.0;PBUTP-2A;44108;-7.2096;-34.9230
NE;Nordeste;PB;Paraíba;BORBOREMA ENERGETICA;PBUCG;UT.CAM.GRANDE;230.0;PBUCG-2A;44110;-7.2307;-35.8900
NE;Nordeste;PE;Pernambuco;EPESA;PEADE;ALDEIA;230.0;PEADE-2A;47640;-7.8601;-35.0180
NE;Nordeste;PE;Pernambuco;CHESF;PEAGL;ANGELIM;69.0;PEAGL-0A;5103;-8.8938;-36.2944
NE;Nordeste;PE;Pernambuco;CHESF;PEAGL;ANGELIM;230.0;PEAGL-2A;5101;-8.8938;-36.2944
NE;Nordeste;PE;Pernambuco;CHESF;PEAGD;ANGELIM II;230.0;PEAGD-2B;90298;-8.8963;-36.2971
NE;Nordeste;PE;Pernambuco;CHESF;PEAGD;ANGELIM II;230.0;PEAGD-2A;90297;-8.8963;-36.2971
NE;Nordeste;PE;Pernambuco;CHESF;PEAGD;ANGELIM II;500.0;PEAGD-5A;5100;-8.8963;-36.2971
NE;Nordeste;PE;Pernambuco;ARCOVERDE;PEARD;ARCOVERDE II;69.0;PEARD-0A;5093;-8.4987;-37.0041
NE;Nordeste;PE;Pernambuco;ARCOVERDE;PEARD;ARCOVERDE II;230.0;PEARD-2A;5092;-8.4987;-37.0041
NE;Nordeste;PE;Pernambuco;CHESF;PEBNO;BOM NOME;69.0;PEBNO-0A;5403;-7.9974;-38.6275
NE;Nordeste;PE;Pernambuco;CHESF;PEBNO;BOM NOME;138.0;PEBNO-1B;5402;-7.9974;-38.6275
NE;Nordeste;PE;Pernambuco;CHESF;PEBNO;BOM NOME;230.0;PEBNO-2A;5401;-7.9974;-38.6275
NE;Nordeste;PE;Pernambuco;CHESF;PEBGI;BONGI;69.0;PEBGI-0A;5156;-8.0637;-34.9281
NE;Nordeste;PE;Pernambuco;CHESF;PEBGI;BONGI;230.0;PEBGI-2A;5152;-8.0637;-34.9281
NE;Nordeste;PE;Pernambuco;ARCOVERDE;PECE2;CAETES II;230.0;PECE2-2A;5098;-8.8433;-36.7601
NE;Nordeste;PE;Pernambuco;ECM II;BAUTCD;CAM. MURICY II;230.0;PEUTCD2A;46600;-7.8604;-35.0167
NE;Nordeste;PE;Pernambuco;CHESF;PEFLD;FLORESTA II;230.0;PEFLD-2A;5420;-8.7491;-38.3425
NE;Nordeste;PE;Pernambuco;IE GARANHUNS;PEGRD;GARANHUNS II;69.0;PEGRD-0B;5099;-8.8827;-36.4033
NE;Nordeste;PE;Pernambuco;IE GARANHUNS;PEGRD;GARANHUNS II;230.0;PEGRD-2A;5091;-8.8827;-36.4033
NE;Nordeste;PE;Pernambuco;IE GARANHUNS;PEGRD;GARANHUNS II;500.0;PEGRD-5A;5090;-8.8827;-36.4033
NE;Nordeste;PE;Pernambuco;CHESF;PEGNN;GOIANINHA;69.0;PEGNN-0A;5203;-7.5873;-35.0894
NE;Nordeste;PE;Pernambuco;CHESF;PEGNN;GOIANINHA;230.0;PEGNN-2A;5201;-7.5873;-35.0894
NE;Nordeste;PE;Pernambuco;CHESF;PEJBD;JABOATAO II;69.0;PEJBD-0A;5347;-8.1772;-34.9864
NE;Nordeste;PE;Pernambuco;CHESF;PEJBD;JABOATAO II;230.0;PEJBD-2A;5346;-8.1772;-34.9864
NE;Nordeste;PE;Pernambuco;CHESF;PEVZD;JOAIRAM;69.0;PEVZD-0A;5333;-8.0813;-34.9813
NE;Nordeste;PE;Pernambuco;CHESF;PEVZD;JOAIRAM;230.0;PEVZD-2A;5331;-8.0813;-34.9813
NE;Nordeste;PE;Pernambuco;BRE;PELAGC;LAGOA DO CARRO;69.0;PELAGC0A;6664;-7.8629;-35.3399
NE;Nordeste;PE;Pernambuco;BRE;PELAGC;LAGOA DO CARRO;230.0;PELAGC2A;6663;-7.8629;-35.3399
NE;Nordeste;PE;Pernambuco;ITAMARACA;PEFIAT;MATA NORTE;69.0;PEFIAT0A;91894;-7.6274;-34.9591
NE;Nordeste;PE;Pernambuco;ITAMARACA;PEFIAT;MATA NORTE;230.0;PEFIAT2A;44629;-7.6274;-34.9591
NE;Nordeste;PE;Pernambuco;CHESF;PEMRR;MIRUEIRA;69.0;PEMRR-0A;5193;-7.9551;-34.8913
NE;Nordeste;PE;Pernambuco;CHESF;PEMRR;MIRUEIRA;230.0;PEMRR-2A;5191;-7.9551;-34.8913
NE;Nordeste;PE;Pernambuco;CHESF;PEMID;MIRUEIRA II;69.0;PEMID-0A;5343;-7.9571;-34.8916
NE;Nordeste;PE;Pernambuco;CHESF;PEMID;MIRUEIRA II;230.0;PEMID-2A;5341;-7.9571;-34.8916
NE;Nordeste;PE;Pernambuco;SERRA DAS VACAS I;PEPAR;PARANATAMA;230.0;PEPAR-2A;5155;-8.9084;-36.7332
NE;Nordeste;PE;Pernambuco;CHESF;PEPFE;PAU FERRO;69.0;PEPFE-0A;5183;-7.8592;-35.0205
NE;Nordeste;PE;Pernambuco;CHESF;PEPFE;PAU FERRO;230.0;PEPFE-2A;5181;-7.8592;-35.0205
NE;Nordeste;PE;Pernambuco;CHESF;PEPFE;PAU FERRO;500.0;PEPFE-5A;5180;-7.8592;-35.0205
NE;Nordeste;PE;Pernambuco;PETROLINA;PECEPT;PETROLINA;69.0;PECEPT0A;91876;-9.3974;-40.5000
NE;Nordeste;PE;Pernambuco;CHESF;PEPRD;PIRAPAMA II;69.0;PEPRD-0A;5133;-8.2714;-35.0272
NE;Nordeste;PE;Pernambuco;CHESF;PEPRD;PIRAPAMA II;230.0;PEPRD-2A;5131;-8.2714;-35.0272
NE;Nordeste;PE;Pernambuco;CHESF;PERCD;RECIFE II;230.0;PERCD-2A;5141;-8.1145;-35.0368
NE;Nordeste;PE;Pernambuco;CHESF;PERCD;RECIFE II;500.0;PERCD-5A;5140;-8.1145;-35.0368
NE;Nordeste;PE;Pernambuco;CHESF;PERIB;RIBEIRAO;69.0;PERIB-0A;5283;-8.4698;-35.3973
NE;Nordeste;PE;Pernambuco;CHESF;PERIB;RIBEIRAO;230.0;PERIB-2A;5281;-8.4698;-35.3973
NE;Nordeste;PE;Pernambuco;NEOENERGIA PE;PESPT;SECC. PETROLINA;69.0;PESPT-0A;90299;;
NE;Nordeste;PE;Pernambuco;CHESF;PESUD;SUAPE II;230.0;PESUD-2A;5361;-8.3896;-35.0473
NE;Nordeste;PE;Pernambuco;CHESF;PESUD;SUAPE II;500.0;PESUD-5A;5360;-8.3896;-35.0473
NE;Nordeste;PE;Pernambuco;CHESF;PESUT;SUAPE III;69.0;PESUT-0A;5363;-8.3981;-35.0165
NE;Nordeste;PE;Pernambuco;CHESF;PESUT;SUAPE III;230.0;PESUT-2A;5362;-8.3981;-35.0165
NE;Nordeste;PE;Pernambuco;CHESF;PETAC;TACAIMBO;69.0;PETAC-0A;5123;-8.3309;-36.2231
NE;Nordeste;PE;Pernambuco;CHESF;PETAC;TACAIMBO;230.0;PETAC-2A;5121;-8.3309;-36.2231
NE;Nordeste;PE;Pernambuco;CHESF;PETAT;TACARATU;230.0;PETAT-2A;5378;-9.0596;-38.1325
NE;Nordeste;PE;Pernambuco;TERMOCABO;PETPRD;TERMOCABO;69.0;PETPRD0A;95365;-8.2689;-35.0245
NE;Nordeste;PE;Pernambuco;TERMOPERNAMBUCO;PEUTPE;TERMOPERNAMBU;230.0;PEUTPE2A;5150;-8.3991;-34.9569
NE;Nordeste;PE;Pernambuco;CHESF;PEULG;US. L.GONZAGA;500.0;PEULG-5A;5050;-9.1427;-38.3101
NE;Nordeste;PE;Pernambuco;PECÉM ENERGIA;PEUTPM;UTE PECEM II;230.0;PEUTPM2A;46602;-7.8584;-35.0160
NE;Nordeste;PE;Pernambuco;UTE PERNAMBUCO III;PEUTPT;UTE PERNAMB.3;230.0;PEUTPT2A;5184;-7.8585;-35.0080
NE;Nordeste;PE;Pernambuco;SUAPE II;PEUTSD;UTE SUAPE II;230.0;PEUTSD2A;5364;-8.3520;-35.0230
NE;Nordeste;PI;Piauí;CHESF;PIBEA;B. ESPERANCA;69.0;PIBEA-0B;5678;-6.7478;-43.5670
NE;Nordeste;PI;Piauí;CHESF;PIBEA;B. ESPERANCA;230.0;PIBEA-2A;5511;-6.7478;-43.5670
NE;Nordeste;PI;Piauí;CHESF;PIBEA;B. ESPERANCA;500.0;PIBEA-5A;5510;-6.7478;-43.5670
NE;Nordeste;PI;Piauí;SPEDRO;BABSD;BOM JESUS II;69.0;BABSD-0A;7183;-9.1033;-44.3119
NE;Nordeste;PI;Piauí;SPEDRO;BABSD;BOM JESUS II;230.0;BABSD-2A;7181;-9.1033;-44.3119
NE;Nordeste;PI;Piauí;SIMOES;PICHP1;CHAPADA I;138.0;PICHP11A;5327;-7.5625;-40.7154
NE;Nordeste;PI;Piauí;SIMOES;PICHP1;CHAPADA I;230.0;PICHP12A;5303;-7.5625;-40.7154
NE;Nordeste;PI;Piauí;SIMOES;PICHP2;CHAPADA II;230.0;PICHP22A;6631;-7.4761;-40.7583
NE;Nordeste;PI;Piauí;SIMOES;PICHP3;CHAPADA III;230.0;PICHP32A;5305;-7.3910;-40.6831
NE;Nordeste;PI;Piauí;MARANGATU 1;PIFMRG;COL MARANGATU;230.0;PIFMRG2A;93725;-4.0822;-41.2730
NE;Nordeste;PI;Piauí;EDP NORDESTE;PICNP;CURRAL PIAUI II;230.0;PICNP-2A;6641;-8.0339;-40.6387
NE;Nordeste;PI;Piauí;EDP NORDESTE;PICNP;CURRAL PIAUI II;500.0;PICNP-5A;6640;-8.0339;-40.6387
NE;Nordeste;PI;Piauí;CHESF;PIELM;ELISEU MARTINS;69.0;PIELM-0A;5683;-8.0987;-43.6705
NE;Nordeste;PI;Piauí;CHESF;PIELM;ELISEU MARTINS;230.0;PIELM-2A;5681;-8.0987;-43.6705
NE;Nordeste;PI;Piauí;SPEDRO;PIGBD;GILBUES II;69.0;PIGBD-0D;7193;-9.7520;-45.3473
NE;Nordeste;PI;Piauí;SPEDRO;PIGBD;GILBUES II;230.0;PIGBD-2A;7191;-9.7520;-45.3473
NE;Nordeste;PI;Piauí;SPEDRO;PIGBD;GILBUES II;500.0;PIGBD-5A;7190;-9.7520;-45.3473
NE;Nordeste;PI;Piauí;SANTA ANGELA 1;PILDV;LAG. DOS VENTOS;138.0;PILDV-1A;8728;-8.7345;-41.5109
NE;Nordeste;PI;Piauí;SANTA ANGELA 1;PILDV;LAG. DOS VENTOS;500.0;PILDV-5A;8198;-8.7345;-41.5109
NE;Nordeste;PI;Piauí;LAGOA DO BARRO I;PILDB;LAGOA BARRO I;230.0;PILDB-2A;5037;-8.6737;-41.6057
NE;Nordeste;PI;Piauí;SÃO ROQUE 01;PILV3;LAGOA VENTOS 3;500.0;PILV3-5A;5699;-8.8729;-41.5952
NE;Nordeste;PI;Piauí;SITE;PIMRG;MARANGATU;230.0;PIMRG-2A;44609;-4.1382;-41.4589
NE;Nordeste;PI;Piauí;NEO;BAOIT;OITIS;500.0;BAOIT-5A;8338;-9.0403;-41.7347
NE;Nordeste;PI;Piauí;ARGO;PIPNB;PARNAIBA III;138.0;PIPNB-1A;5737;-3.1228;-41.7636
NE;Nordeste;PI;Piauí;ARGO;PIPNB;PARNAIBA III;230.0;PIPNB-2A;5734;-3.1228;-41.7636
NE;Nordeste;PI;Piauí;ARGO;PIPNB;PARNAIBA III;500.0;PIPNB-5A;5679;-3.1228;-41.7636
NE;Nordeste;PI;Piauí;CHESF;PIPIC;PICOS;69.0;PIPIC-0A;5673;-7.1105;-41.4140
NE;Nordeste;PI;Piauí;CHESF;PIPIC;PICOS;230.0;PIPIC-2A;5671;-7.1105;-41.4140
NE;Nordeste;PI;Piauí;CHESF;PIPRI;PIRIPIRI;69.0;PIPRI-0A;5493;-4.2844;-41.7550
NE;Nordeste;PI;Piauí;CHESF;PIPRI;PIRIPIRI;138.0;PIPRI-1A;5492;-4.2844;-41.7550
NE;Nordeste;PI;Piauí;CHESF;PIPRI;PIRIPIRI;230.0;PIPRI-2A;5491;-4.2844;-41.7550
NE;Nordeste;PI;Piauí;SERTANEJA;PIQMN;QUEIMADA NOVA 2;500.0;PIQMN-5A;5325;-8.5884;-41.4270
NE;Nordeste;PI;Piauí;TAESA;PIRGO;RIB.GONCALVES;69.0;PIRGV-0A;5432;-7.6323;-45.2063
NE;Nordeste;PI;Piauí;TAESA;PIRGO;RIB.GONCALVES;230.0;PIRGV-2A;5430;-7.6323;-45.2063
NE;Nordeste;PI;Piauí;TAESA;PIRGO;RIB.GONCALVES;500.0;PIRGO-5A;5436;-7.6323;-45.2063
NE;Nordeste;PI;Piauí;CHESF;PISJI;S.JOAO PIAUI;69.0;PISJI-0A;5573;-8.3574;-42.2289
NE;Nordeste;PI;Piauí;CHESF;PISJI;S.JOAO PIAUI;230.0;PISJI-2A;5571;-8.3574;-42.2289
NE;Nordeste;PI;Piauí;CHESF;PISJI;S.JOAO PIAUI;500.0;PISJI-5A;5570;-8.3574;-42.2289
NE;Nordeste;PI;Piauí;EOL BRITE;PISBA;SAO BASILIO;230.0;PISBA-2A;6017;-7.3965;-40.5799
NE;Nordeste;PI;Piauí;EGP SAO GONCALO 1;PISGO;SAO GONCALO;500.0;PISGO-5A;8188;-10.1039;-45.2824
NE;Nordeste;PI;Piauí;CHESF;PITSA;TERESINA;69.0;PITSA-0A;5503;-5.1285;-42.8008
NE;Nordeste;PI;Piauí;CHESF;PITSA;TERESINA;230.0;PITSA-2A;5501;-5.1285;-42.8008
NE;Nordeste;PI;Piauí;CHESF;PITSD;TERESINA II;69.0;PITSD-0E;5677;-5.2574;-42.7258
NE;Nordeste;PI;Piauí;CHESF;PITSD;TERESINA II;230.0;PITSD-2A;5502;-5.2574;-42.7258
NE;Nordeste;PI;Piauí;CHESF;PITSD;TERESINA II;500.0;PITSD-5A;5500;-5.2574;-42.7258
NE;Nordeste;PI;Piauí;CHESF;PITST;TERESINA III;69.0;PITST-0A;5323;-5.0886;-42.6873
NE;Nordeste;PI;Piauí;CHESF;PITST;TERESINA III;230.0;PITST-2A;5321;-5.0886;-42.6873
NE;Nordeste;PI;Piauí;CHESF;PIUBE;UB.ESPERANCA;69.0;PIUBE-0E;5513;-6.7490;-43.5663
NE;Nordeste;PI;Piauí;CHESF;PIUBE;UB.ESPERANCA;230.0;PIUBE-2A;44095;-6.7490;-43.5663
NE;Nordeste;RN;Rio Grande do Norte;CHESF;RNACD;ACU II;69.0;RNACD-0A;5463;-5.5931;-36.9079
NE;Nordeste;RN;Rio Grande do Norte;CHESF;RNACD;ACU II;138.0;RNACD-1A;5468;-5.5931;-36.9079
NE;Nordeste;RN;Rio Grande do Norte;CHESF;RNACD;ACU II;230.0;RNACD-2A;5461;-5.5931;-36.9079
NE;Nordeste;RN;Rio Grande do Norte;ARGO VI;RNACT;ACU III;230.0;RNACT-2A;5351;-5.5790;-37.0297
NE;Nordeste;RN;Rio Grande do Norte;ARGO VI;RNACT;ACU III;500.0;RNACT-5A;5350;-5.5790;-37.0297
NE;Nordeste;RN;Rio Grande do Norte;NEW ENERGY;RNALG;ALEGRIA;230.0;RNALG-2A;5518;-5.1243;-36.3833
NE;Nordeste;RN;Rio Grande do Norte;EOL MAR E TERRA;RNABR;AREIA BRANCA;230.0;RNABR-2A;6040;-4.9637;-36.9170
NE;Nordeste;RN;Rio Grande do Norte;DUNAS;RNCRB;CARAUBAS II;69.0;RNCRB-0A;7182;-5.7119;-37.5089
NE;Nordeste;RN;Rio Grande do Norte;DUNAS;RNCRB;CARAUBAS II;230.0;RNCRB-2A;8160;-5.7119;-37.5089
NE;Nordeste;RN;Rio Grande do Norte;CARCARÁ II;RNCAD;CARCARA II;230.0;RNCAD-2A;5352;-4.9814;-36.9967
NE;Nordeste;RN;Rio Grande do Norte;CHESF;RNCMM;CEARA MIRIM 2;230.0;RNCMM-2A;6132;-5.6733;-35.4514
NE;Nordeste;RN;Rio Grande do Norte;CHESF;RNCMM;CEARA MIRIM 2;500.0;RNCMM-5A;6130;-5.6733;-35.4514
NE;Nordeste;RN;Rio Grande do Norte;LAGOA NOVA;RNCRN;CURR NOVOS II;69.0;RNCRN-0A;5263;-6.2654;-36.5451
NE;Nordeste;RN;Rio Grande do Norte;LAGOA NOVA;RNCRN;CURR NOVOS II;230.0;RNCRN-2A;5262;-6.2654;-36.5451
NE;Nordeste;RN;Rio Grande do Norte;ENERGIA EOLICA CUTIA;RNCUT;CUTIA;230.0;RNCUT-2A;5041;-5.1194;-35.9289
NE;Nordeste;RN;Rio Grande do Norte;CHESF;RNETD;EXTREMOZ II;69.0;RNETD-0A;6133;-5.7378;-35.3042
NE;Nordeste;RN;Rio Grande do Norte;CHESF;RNETD;EXTREMOZ II;230.0;RNETD-2A;6131;-5.7378;-35.3042
NE;Nordeste;RN;Rio Grande do Norte;BRASVENTOS EOLO;RNGLH;GALINHOS;230.0;RNGLH-2A;6032;-5.1178;-36.1634
NE;Nordeste;RN;Rio Grande do Norte;SPE GAMELEIRA;RNGAM;GAMELEIRA;230.0;RNGAM-2A;8154;-5.2418;-35.4880
NE;Nordeste;RN;Rio Grande do Norte;CHESF;RNJCT;J. CAMARA III;138.0;RNJCT-1B;5168;-5.3798;-35.8862
NE;Nordeste;RN;Rio Grande do Norte;CHESF;RNJCT;J. CAMARA III;138.0;RNJCT-1A;6142;-5.3798;-35.8862
NE;Nordeste;RN;Rio Grande do Norte;CHESF;RNJCT;J. CAMARA III;230.0;RNJCT-2A;5128;-5.3798;-35.8862
NE;Nordeste;RN;Rio Grande do Norte;CHESF;RNJCT;J. CAMARA III;500.0;RNJCT-5A;6140;-5.3798;-35.8862
NE;Nordeste;RN;Rio Grande do Norte;ARGO VI;RNJND;JANDAIRA II;500.0;RNJND-5A;6783;-5.4111;-36.0195
NE;Nordeste;RN;Rio Grande do Norte;EDP RENOVÁVEIS;RNJER;JERUSALEM;500.0;RNJER-5A;8142;-5.6597;-36.1217
NE;Nordeste;RN;Rio Grande do Norte;CHESF;RNJCD;JOAO CAMARA 2;69.0;RNJCD-0A;6143;-5.3021;-35.8752
NE;Nordeste;RN;Rio Grande do Norte;CHESF;RNJCD;JOAO CAMARA 2;230.0;RNJCD-2A;6141;-5.3021;-35.8752
NE;Nordeste;RN;Rio Grande do Norte;CHESF;RNLND;LAGOA NOVA II;69.0;RNLND-0A;5073;-6.0621;-36.5258
NE;Nordeste;RN;Rio Grande do Norte;CHESF;RNLND;LAGOA NOVA II;230.0;RNLND-2A;5071;-6.0621;-36.5258
NE;Nordeste;RN;Rio Grande do Norte;BRASVENTOS MIASSABA;RNMIT;MIASSABA 3;230.0;RNMIT-2A;5470;-5.1475;-36.4899
NE;Nordeste;RN;Rio Grande do Norte;VDSF1;RNMDR;MONTE DO RONCA;230.0;RNMDR-2A;8148;-5.1763;-36.0320
NE;Nordeste;RN;Rio Grande do Norte;ARGO VI;RNMTV;MONTE VERDE;500.0;RNMTV-2A;8145;-5.4464;-36.2155
NE;Nordeste;RN;Rio Grande do Norte;CHESF;RNMSD;MOSSORO II;69.0;RNMSD-0A;5443;-5.1499;-37.3498
NE;Nordeste;RN;Rio Grande do Norte;CHESF;RNMSD;MOSSORO II;230.0;RNMSD-2A;5441;-5.1499;-37.3498
NE;Nordeste;RN;Rio Grande do Norte;CHESF;RNMSQ;MOSSORO IV;230.0;RNMSQ-2A;6091;-4.8540;-37.2909
NE;Nordeste;RN;Rio Grande do Norte;SPE2 MUNDO NOVO;RNMNV;MUNDO NOVO;230.0;RNMNV-2A;8755;-5.1854;-35.6493
NE;Nordeste;RN;Rio Grande do Norte;CHESF;RNNTD;NATAL II;69.0;RNNTD-0A;5243;-5.8090;-35.2394
NE;Nordeste;RN;Rio Grande do Norte;CHESF;RNNTD;NATAL II;230.0;RNNTD-2A;5241;-5.8090;-35.2394
NE;Nordeste;RN;Rio Grande do Norte;CHESF;RNNTS;NATAL III;69.0;RNNTS-0A;5246;-5.8717;-35.3169
NE;Nordeste;RN;Rio Grande do Norte;CHESF;RNNTS;NATAL III;230.0;RNNTS-2A;5245;-5.8717;-35.3169
NE;Nordeste;RN;Rio Grande do Norte;ELERA RENOVAVEIS;RNCSER;OESTE SERIDO;500.0;RNCSER5A;44531;-6.7863;-36.6694
NE;Nordeste;RN;Rio Grande do Norte;CHESF;RNPRS;PARAISO;138.0;RNPRS-1A;5255;-6.2368;-36.0051
NE;Nordeste;RN;Rio Grande do Norte;CHESF;RNPRS;PARAISO;230.0;RNPRS-2A;5254;-6.2368;-36.0051
