id_subsistema;nom_subsistema;id_estado;nom_estado;nom_agente_principal;id_subestacao;nom_subestacao;val_niveltensao;id_estacao;num_barra;val_latitude;val_longitude
NE;Nordeste;BA;Bahia;CHESF;BAUAS;APOLONIO SALES;230.0;BAUAS-2A;5029;-9.3578;-38.2074
NE;Nordeste;BA;Bahia;EOL DOS ARAÇAS;BAARA;ARACAS;230.0;BAARA-2A;6371;-14.1028;-42.6094
NE;Nordeste;BA;Bahia;CHESF;BABJS;B.JESUS LAPA;69.0;BABJS-0A;6353;-13.3059;-43.3525
NE;Nordeste;BA;Bahia;CHESF;BABJS;B.JESUS LAPA;230.0;BABJS-2A;6351;-13.3059;-43.3525
NE;Nordeste;BA;Bahia;CVER;BABBC;BABIL. CENTRO;500.0;BABBC-5A;45220;-11.0172;-41.3040
NE;Nordeste;BA;Bahia;CVER;BABBS;BABILONIA SUL;230.0;BABBS-2A;8389;-11.1200;-41.2908
NE;Nordeste;BA;Bahia;CHESF;BABRA;BARREIRAS;69.0;BABRA-0A;6363;-12.1344;-44.9468
NE;Nordeste;BA;Bahia;CHESF;BABRA;BARREIRAS;138.0;BABRA-1A;6365;-12.1344;-44.9468
NE;Nordeste;BA;Bahia;CHESF;BABRA;BARREIRAS;230.0;BABRA-2A;6361;-12.1344;-44.9468
NE;Nordeste;BA;Bahia;PTE;BABRD;BARREIRAS II;230.0;BABRD-2A;6315;-12.1716;-44.8083
NE;Nordeste;BA;Bahia;PTE;BABRD;BARREIRAS II;500.0;BABRD-5A;6360;-12.1716;-44.8083
NE;Nordeste;BA;Bahia;ECOENGERGIA;BABRT1;BARREIRAS III;500.0;BABRT-51;44601;-12.0614;-45.0659
NE;Nordeste;BA;Bahia;TAESA;BABJD;BOM.JES.LAPA II;230.0;BABJD-2A;6358;-13.3100;-43.3436
NE;Nordeste;BA;Bahia;TAESA;BABJD;BOM.JES.LAPA II;500.0;BABJD-5A;6349;-13.3100;-43.3436
NE;Nordeste;BA;Bahia;CHESF;BABMC;BROTAS.MACAUBAS;230.0;BABMC-2A;6334;-12.3084;-42.3433
NE;Nordeste;BA;Bahia;AFLUENTE;BABDD;BRUMADO II;69.0;BABDD-0A;5944;-14.2138;-41.6363
NE;Nordeste;BA;Bahia;AFLUENTE;BABDD;BRUMADO II;138.0;BABDD-1A;5947;-14.2138;-41.6363
NE;Nordeste;BA;Bahia;AFLUENTE;BABDD;BRUMADO II;230.0;BABDD-2A;5941;-14.2138;-41.6363
NE;Nordeste;BA;Bahia;EQUATORIAL 2;BABRT;BURITIRAMA;500.0;BABRT-5A;6075;-10.6007;-44.0319
NE;Nordeste;BA;Bahia;CAETITÉ 2;BACTT;CAETITE 123;230.0;BACTT-2A;6204;-14.1863;-42.4934
NE;Nordeste;BA;Bahia;CAETITE A;BACTA;CAETITE A;230.0;BACTA-2A;6621;-14.1381;-42.4782
NE;Nordeste;BA;Bahia;NEOENERGIA COELBA;BACMC;CAMACA;138.0;BACMC-1A;5908;-15.4191;-39.4989
NE;Nordeste;BA;Bahia;CHESF;BACMD;CAMACARI II;69.0;BACMD-0I;93123;-12.6205;-38.3459
NE;Nordeste;BA;Bahia;CHESF;BACMD;CAMACARI II;69.0;BACMD-0A;5757;-12.6205;-38.3459
NE;Nordeste;BA;Bahia;CHESF;BACMD;CAMACARI II;230.0;BACMD-2A;5751;-12.6205;-38.3459
NE;Nordeste;BA;Bahia;CHESF;BACMD;CAMACARI II;500.0;BACMD-5A;5750;-12.6205;-38.3459
NE;Nordeste;BA;Bahia;CHESF;BACMQ;CAMACARI IV;230.0;BACMQ-2A;5756;-12.6176;-38.3434
NE;Nordeste;BA;Bahia;CHESF;BACMQ;CAMACARI IV;500.0;BACMQ-5A;5752;-12.6176;-38.3434
NE;Nordeste;BA;Bahia;CHESF;BACFO;CAMPO FORMOSO;230.0;BACFO-2A;6107;-10.5842;-40.6132
NE;Nordeste;BA;Bahia;CLWP EÓLICA I;BACLA;CAMPO LARGO;230.0;BACLA-2A;6771;-10.4545;-41.4660
NE;Nordeste;BA;Bahia;EÓLICA CANUDOS II;BACAN;CANUDOS I;500.0;BACAN-5A;7284;-10.1305;-38.7515
NE;Nordeste;BA;Bahia;CHESF;BACTU;CATU;69.0;BACTU-0A;5786;-12.3986;-38.3637
NE;Nordeste;BA;Bahia;CHESF;BACTU;CATU;230.0;BACTU-2A;5782;-12.3986;-38.3637
NE;Nordeste;BA;Bahia;CHESF;BACCD;CICERO DANTAS;69.0;BACCD-0A;5703;-10.5973;-38.3671
NE;Nordeste;BA;Bahia;CHESF;BACCD;CICERO DANTAS;230.0;BACCD-2A;5701;-10.5973;-38.3671
NE;Nordeste;BA;Bahia;SÃO VITOR 01;BASVT;COL SAO VITOR;230.0;BASVT-2A;8984;-10.9567;-42.5380
NE;Nordeste;BA;Bahia;ENEVA;BAFFUT;COMPLEXO_FUTURA;500.0;BAFFUT5A;92440;-9.6608;-40.6860
NE;Nordeste;BA;Bahia;CHESF;BACTG;COTEGIPE;69.0;BACTG-0A;5803;-12.7941;-38.4225
NE;Nordeste;BA;Bahia;CHESF;BACTG;COTEGIPE;230.0;BACTG-2A;5802;-12.7941;-38.4225
NE;Nordeste;BA;Bahia;CRISTALANDIA I;BACRL;CRISTALANDIA;230.0;BACRL-2A;5726;-14.0315;-41.5328
NE;Nordeste;BA;Bahia;NEOENERGIA COELBA;CECTF;CTR IND TXR FRT;138.0;CECTF-1A;90226;;
NE;Nordeste;BA;Bahia;NEOENERGIA COELBA;BADAM;DARIO MEIRA;138.0;BADAM-1A;5906;-14.4404;-39.8813
NE;Nordeste;BA;Bahia;EOL DELFINA A;BADFN;DELFINA;230.0;BADFN-2A;6716;-10.0072;-40.9299
NE;Nordeste;BA;Bahia;CHESF;BAENP;EUNAPOLIS;138.0;BAENP-1A;5974;-16.3390;-39.5501
NE;Nordeste;BA;Bahia;CHESF;BAENP;EUNAPOLIS;230.0;BAENP-2A;5972;-16.3390;-39.5501
NE;Nordeste;BA;Bahia;NEOENERGIA COELBA;BAEUN;EUNAPOLIS I;138.0;BAEUN-1A;95875;-16.3738;-39.5647
NE;Nordeste;BA;Bahia;NEOENERGIA COELBA;BAEUT;EUNAPOLIS III;138.0;BAEUT-1A;91906;;
NE;Nordeste;BA;Bahia;FS TRANSMISSORA;BAFS3;F. SANTANA III;69.0;BAFS3-0A;5798;-12.1263;-38.9338
NE;Nordeste;BA;Bahia;FS TRANSMISSORA;BAFS3;F. SANTANA III;230.0;BAFS3-2A;5797;-12.1263;-38.9338
NE;Nordeste;BA;Bahia;SÃO JANUÁRIO 01;BAFLA;FOLHA LARGA;230.0;BAFLA-2A;8161;-10.3545;-40.4382
NE;Nordeste;BA;Bahia;SÃO BENTO;BAFLS;FOLHA LARGA SUL;230.0;BAFLS-2A;8136;-10.4582;-40.5172
NE;Nordeste;BA;Bahia;AFLUENTE;BAFRD;FORD;230.0;BAFRD-2A;5755;-12.6590;-38.2741
NE;Nordeste;BA;Bahia;CHESF;BAFNL;FUNIL;138.0;BAFNL-1A;5904;-14.2324;-39.4629
NE;Nordeste;BA;Bahia;CHESF;BAFNL;FUNIL;230.0;BAFNL-2A;5902;-14.2324;-39.4629
NE;Nordeste;BA;Bahia;CHESF;BAGVM;G.MANGABEIRA;69.0;BAGVM-0A;5883;-12.6071;-39.0346
NE;Nordeste;BA;Bahia;CHESF;BAGVM;G.MANGABEIRA;230.0;BAGVM-2A;5881;-12.6071;-39.0346
NE;Nordeste;BA;Bahia;ASSURUÁ 1 II;BAGOI;GENTIO OURO I;230.0;BAGOI-2A;6620;-11.1174;-42.6615
NE;Nordeste;BA;Bahia;ARGO VII;BAGOR;GENTIO OURO II;230.0;BAGOR-2A;6061;-11.2800;-42.6674
NE;Nordeste;BA;Bahia;ARGO VII;BAGOR;GENTIO OURO II;500.0;BAGOR-5A;6060;-11.2800;-42.6674
NE;Nordeste;BA;Bahia;CEC CANDEIAS;BAGBL;GLOBAL;230.0;BAGBL-2A;5819;-12.7275;-38.4829
NE;Nordeste;BA;Bahia;TAESA;BAICA;IBICOARA;138.0;BAICA-1A;6364;-13.4397;-41.3741
NE;Nordeste;BA;Bahia;TAESA;BAICA;IBICOARA;230.0;BAICA-2A;6362;-13.4397;-41.3741
NE;Nordeste;BA;Bahia;TAESA;BAICA;IBICOARA;500.0;BAICA-5A;6359;-13.4397;-41.3741
NE;Nordeste;BA;Bahia;CHESF;BAIGD;IGAPORA II;69.0;BAIGD-0A;6173;-14.0304;-42.6245
NE;Nordeste;BA;Bahia;CHESF;BAIGD;IGAPORA II;230.0;BAIGD-2A;6171;-14.0304;-42.6245
NE;Nordeste;BA;Bahia;CHESF;BAIGT;IGAPORA III;230.0;BAIGT-2A;6221;-13.9832;-42.6140
NE;Nordeste;BA;Bahia;CHESF;BAIGT;IGAPORA III;500.0;BAIGT-5A;6220;-13.9832;-42.6140
NE;Nordeste;BA;Bahia;CHESF;BAIRE;IRECE;69.0;BAIRE-0A;6343;-11.3086;-41.8079
NE;Nordeste;BA;Bahia;CHESF;BAIRE;IRECE;138.0;BAIRE-1A;6342;-11.3086;-41.8079
NE;Nordeste;BA;Bahia;CHESF;BAIRE;IRECE;230.0;BAIRE-2A;6341;-11.3086;-41.8079
NE;Nordeste;BA;Bahia;NEOENERGIA COELBA;BAILD;ITABELA II;138.0;BAILD-1A;95878;-16.5797;-39.5460
NE;Nordeste;BA;Bahia;ARTEON Z3;BAITB3;ITABUNA III;138.0;BAITB31A;5790;-14.8583;-39.2716
NE;Nordeste;BA;Bahia;ARTEON Z3;BAITB3;ITABUNA III;230.0;BAITB32A;5787;-14.8583;-39.2716
NE;Nordeste;BA;Bahia;AFLUENTE;BAIGB;ITAGIBA;230.0;BAIGB-2A;5912;-14.2348;-39.7168
NE;Nordeste;BA;Bahia;NEOENERGIA COELBA;BAITU;ITAMARAJU;138.0;BAITU-1A;5995;-17.0290;-39.5433
NE;Nordeste;BA;Bahia;CHESF;BAUITP;ITAPEBI SE;230.0;BAUITP2A;5970;-15.9694;-39.5847
NE;Nordeste;BA;Bahia;CHESF;BAJCR;JACARACANGA;69.0;BAJCR-0A;5826;-12.6971;-38.4826
NE;Nordeste;BA;Bahia;CHESF;BAJCR;JACARACANGA;230.0;BAJCR-2A;5822;-12.6971;-38.4826
NE;Nordeste;BA;Bahia;CHESF;BAJGR;JAGUARARI-SE;230.0;BAJGR-2A;6321;-9.8656;-39.8581
NE;Nordeste;BA;Bahia;CHESF;BAJRB;JEREMOABO;500.0;BAJRB-5A;7280;-10.1629;-38.2991
NE;Nordeste;BA;Bahia;CHESF;BAJZD;JUAZEIRO II;69.0;BAJZD-0A;6313;-9.4809;-40.4765
NE;Nordeste;BA;Bahia;CHESF;BAJZD;JUAZEIRO II;230.0;BAJZD-2A;6311;-9.4809;-40.4765
NE;Nordeste;BA;Bahia;ARGO V;BAJZT;JUAZEIRO III;69.0;BAJZT-0B;6503;-9.4864;-40.5193
NE;Nordeste;BA;Bahia;ARGO V;BAJZT;JUAZEIRO III;230.0;BAJZT-2A;6501;-9.4864;-40.5193
NE;Nordeste;BA;Bahia;ARGO V;BAJZT;JUAZEIRO III;500.0;BAJZT-5A;6500;-9.4864;-40.5193
NE;Nordeste;BA;Bahia;CHESF;BAMTT;MATATU;69.0;BAMTT-0A;5856;-12.9776;-38.4831
NE;Nordeste;BA;Bahia;CHESF;BAMTT;MATATU;230.0;BAMTT-2A;5852;-12.9776;-38.4831
NE;Nordeste;BA;Bahia;MORRO DO CHAPEU;BAMDN2;MEDEIROS NETOII;230.0;BAMDN22A;7996;-17.3375;-40.1806
NE;Nordeste;BA;Bahia;MORRO DO CHAPEU;BAMDN2;MEDEIROS NETOII;500.0;BAMDN25A;7995;-17.3375;-40.1806
NE;Nordeste;BA;Bahia;EOL MORRÃO;BAMOR;MORRAO;230.0;BAMOR-2A;6380;-14.1287;-42.6814
NE;Nordeste;BA;Bahia;CHESF;BAMPD;MORRO CHAPEU II;69.0;BAMPD-0A;6293;-11.7139;-41.3968
NE;Nordeste;BA;Bahia;CHESF;BAMPD;MORRO CHAPEU II;230.0;BAMPD-2A;6291;-11.7139;-41.3968
NE;Nordeste;BA;Bahia;CHESF;BAMPD;MORRO CHAPEU II;500.0;BAMPD-5A;6290;-11.7139;-41.3968
NE;Nordeste;BA;Bahia;SE NARANDIBA;BANRD;NARANDIBA;69.0;BANRD-0A;5983;-12.9541;-38.4448
NE;Nordeste;BA;Bahia;SE NARANDIBA;BANRD;NARANDIBA;230.0;BANRD-2A;5981;-12.9541;-38.4448
NE;Nordeste;BA;Bahia;CHESF;BAOLD;OLINDINA;69.0;BAOLD-0C;6797;-11.3177;-38.3835
NE;Nordeste;BA;Bahia;CHESF;BAOLD;OLINDINA;230.0;BAOLD-2A;44155;-11.3177;-38.3835
NE;Nordeste;BA;Bahia;CHESF;BAOLD;OLINDINA;500.0;BAOLD-5A;5740;-11.3177;-38.3835
NE;Nordeste;BA;Bahia;ARGO VII;BAOUR;OUROLANDIA II;230.0;BAOUR-2A;6071;-10.8744;-41.3399
NE;Nordeste;BA;Bahia;ARGO VII;BAOUR;OUROLANDIA II;500.0;BAOUR-5A;6070;-10.8744;-41.3399
NE;Nordeste;BA;Bahia;CHESF;BAUSU;P. AFONSO I;230.0;BAUSU-2A;95239;-9.3973;-38.2022
NE;Nordeste;BA;Bahia;CHESF;BAUSD;P. AFONSO II;230.0;BAUSD-2B;90029;-9.3966;-38.2013
NE;Nordeste;BA;Bahia;CHESF;BAUSD;P. AFONSO II;230.0;BAUSD-2A;93799;-9.3966;-38.2013
NE;Nordeste;BA;Bahia;CHESF;BAUST;P. AFONSO III;230.0;BAUST-2A;9517;-9.3989;-38.2023
NE;Nordeste;BA;Bahia;CHESF;BAUST;P. AFONSO III;230.0;BAUST-2B;9518;-9.3989;-38.2023
NE;Nordeste;BA;Bahia;CHESF;BAUST;P. AFONSO III;230.0;BAUST-2D;9520;-9.3989;-38.2023
NE;Nordeste;BA;Bahia;CHESF;BAUST;P. AFONSO III;230.0;BAUST-2C;93647;-9.3989;-38.2023
NE;Nordeste;BA;Bahia;CHESF;BAUSQ;P. AFONSO IV;500.0;BAUSQ-5F;95309;-9.4159;-38.2065
NE;Nordeste;BA;Bahia;CHESF;BAUSQ;P. AFONSO IV;500.0;BAUSQ-5A;95238;-9.4159;-38.2065
NE;Nordeste;BA;Bahia;CHESF;BAUSQ;P. AFONSO IV;500.0;BAUSQ-5E;95308;-9.4159;-38.2065
NE;Nordeste;BA;Bahia;CHESF;BAUSQ;P. AFONSO IV;500.0;BAUSQ-5B;93979;-9.4159;-38.2065
NE;Nordeste;BA;Bahia;CHESF;BAUSQ;P. AFONSO IV;500.0;BAUSQ-5C;95307;-9.4159;-38.2065
NE;Nordeste;BA;Bahia;CHESF;BAUSQ;P. AFONSO IV;500.0;BAUSQ-5D;95310;-9.4159;-38.2065
NE;Nordeste;BA;Bahia;CHESF;BAPAQ;P. AFONSO IV_SE;230.0;BAPAQ-2A;44098;-9.4138;-38.1995
NE;Nordeste;BA;Bahia;CHESF;BAPAQ;P. AFONSO IV_SE;230.0;BAPAQ-2B;44099;-9.4138;-38.1995
NE;Nordeste;BA;Bahia;CHESF;BAPAQ;P. AFONSO IV_SE;500.0;BAPAQ-5A;5001;-9.4138;-38.1995
NE;Nordeste;BA;Bahia;CHESF;BAPAF;P.AFONSO III;230.0;BAPAF-2A;5003;-9.4015;-38.1967
NE;Nordeste;BA;Bahia;VOTORANTIM CIMENTOS;BAUCV;P.DO CAVALO;230.0;BAUCV-2A;5882;-12.5835;-38.9980
NE;Nordeste;BA;Bahia;CHESF;BAPND;PINDAI II;69.0;BAPND-0A;6226;-14.4188;-42.6174
NE;Nordeste;BA;Bahia;CHESF;BAPND;PINDAI II;230.0;BAPND-2A;6225;-14.4188;-42.6174
NE;Nordeste;BA;Bahia;MEZ 1 ENERGIA;BAPRJ;PIRAJA;69.0;BAPRJ-0A;5833;-12.9048;-50.4579
NE;Nordeste;BA;Bahia;MEZ 1 ENERGIA;BAPRJ;PIRAJA;230.0;BAPRJ-2A;5832;-12.9048;-50.4579
NE;Nordeste;BA;Bahia;CHESF;BAPTU;PITUACU;69.0;BAPTU-0A;5843;-12.9371;-38.4205
NE;Nordeste;BA;Bahia;CHESF;BAPTU;PITUACU;230.0;BAPTU-2A;5842;-12.9371;-38.4205
NE;Nordeste;BA;Bahia;CHESF;BAPOD;POCOES II;138.0;BAPOD-1A;5862;-14.5176;-40.3768
NE;Nordeste;BA;Bahia;CHESF;BAPOD;POCOES II;230.0;BAPOD-2A;5861;-14.5176;-40.3768
NE;Nordeste;BA;Bahia;EDTE;BAPOT;POCOES III;230.0;BAPOT-2A;5292;-14.5149;-40.3854
NE;Nordeste;BA;Bahia;EDTE;BAPOT;POCOES III;500.0;BAPOT-5A;5860;-14.5149;-40.3854
NE;Nordeste;BA;Bahia;CHESF;BAPLO;POLO;69.0;BAPLO-0B;5763;-12.6590;-38.2740
NE;Nordeste;BA;Bahia;CHESF;BAPLO;POLO;230.0;BAPLO-2A;5761;-12.6590;-38.2740
NE;Nordeste;BA;Bahia;NEOENERGIA COELBA;BAPAS;PONTO ASTERIO;138.0;BAPAS-1A;5907;-14.9542;-39.8953
NE;Nordeste;BA;Bahia;TAESA;BARDE;RIO DAS EGUAS;230.0;BARDE-2A;8171;-13.8546;-46.1754
NE;Nordeste;BA;Bahia;TAESA;BARDE;RIO DAS EGUAS;500.0;BARDE-5A;6444;-13.8546;-46.1754
NE;Nordeste;BA;Bahia;RIO FORMOSO;BARFM;RIO FORMOSO II;138.0;BARFM-1A;8173;-14.5835;-45.8787
NE;Nordeste;BA;Bahia;RIO FORMOSO;BARFM;RIO FORMOSO II;230.0;BARFM-2A;8172;-14.5835;-45.8787
NE;Nordeste;BA;Bahia;NEOENERGIA COELBA;BARGR;RIO GRANDE;138.0;BARGR-1A;7945;;
NE;Nordeste;BA;Bahia;SPEDRO;BARGD;RIO GRANDE II;138.0;BARGD-1A;6317;-12.8447;-45.4912
NE;Nordeste;BA;Bahia;SPEDRO;BARGD;RIO GRANDE II;230.0;BARGD-2A;6316;-12.8447;-45.4912
NE;Nordeste;BA;Bahia;NEOENERGIA COELBA;BARGT;RIO GRANDE III;138.0;BARGT-1A;44628;-12.6984;-45.1605
NE;Nordeste;BA;Bahia;SÃO PEDRO II;BASPD;SAO PEDRO;69.0;BASPD-0A;5988;-13.3164;-43.2728
NE;Nordeste;BA;Bahia;TAESA;BASPU;SAPEACU;230.0;BASPU-2A;6368;-12.7172;-39.1856
NE;Nordeste;BA;Bahia;TAESA;BASPU;SAPEACU;500.0;BASPU-5A;6369;-12.7172;-39.1856
NE;Nordeste;BA;Bahia;HNK BR INDUSTRIA;BASCH;SCHINCARIOL;230.0;BASCH-2A;42251;-12.1571;-38.4024
NE;Nordeste;BA;Bahia;ETB;BASDS;SOL DO SERTAO;500.0;BASDS-5A;8714;-12.3235;-42.6109
NE;Nordeste;BA;Bahia;CHESF;BASNB;SR.BONFIM II;69.0;BASNB-0A;6333;-10.4441;-40.1880
NE;Nordeste;BA;Bahia;CHESF;BASNB;SR.BONFIM II;138.0;BASNB-1A;6332;-10.4441;-40.1880
NE;Nordeste;BA;Bahia;CHESF;BASNB;SR.BONFIM II;230.0;BASNB-2A;6331;-10.4441;-40.1880
NE;Nordeste;BA;Bahia;CHESF;BASTJ;STO.A.JESUS;69.0;BASTJ-0A;5893;-12.9728;-39.2207
NE;Nordeste;BA;Bahia;CHESF;BASTJ;STO.A.JESUS;230.0;BASTJ-2A;5891;-12.9728;-39.2207
NE;Nordeste;BA;Bahia;CHESF;BATBV;TABOCAS BRJ VLH;230.0;BATBV-2A;6062;-12.5837;-44.1077
NE;Nordeste;BA;Bahia;CHESF;BATXF;TEIX FREITAS II;138.0;BATXF-1A;5993;-17.5699;-39.7308
NE;Nordeste;BA;Bahia;CHESF;BATXF;TEIX FREITAS II;230.0;BATXF-2A;5991;-17.5699;-39.7308
NE;Nordeste;BA;Bahia;NEOENERGIA COELBA;BATEF;TEIXEIRA FREITA;138.0;BATEF-1A;95877;-17.5329;-39.7211
NE;Nordeste;BA;Bahia;PETROBRAS;BAUTA;TERMOBAHIA;230.0;BAUTA-2A;5821;-12.7038;-38.5669
NE;Nordeste;BA;Bahia;AFLUENTE;BATMB;TOMBA;69.0;BATMB-0A;5873;-12.2881;-38.9679
NE;Nordeste;BA;Bahia;AFLUENTE;BATMB;TOMBA;230.0;BATMB-2A;5871;-12.2881;-38.9679
NE;Nordeste;BA;Bahia;TUCANO F2;BATUC;TUCANO;500.0;BATUC-5A;7907;-11.2859;-38.7912
NE;Nordeste;BA;Bahia;CHESF;BAUSB;U.SOBRADINHO;230.0;BAUSB-2A;6301;-9.4365;-40.8274
NE;Nordeste;BA;Bahia;CHESF;BAUSB;U.SOBRADINHO;500.0;BAUSB-5A;6300;-9.4365;-40.8274
NE;Nordeste;BA;Bahia;GERDAU COSIGUA;BAUSA;USIBA;230.0;BAUSA-2A;8046;;
NE;Nordeste;BA;Bahia;CEC CANDEIAS;BAUGU;UTE GLOBAL I;230.0;BAUGU-2A;90021;-12.7302;-38.4812
NE;Nordeste;BA;Bahia;CEC CANDEIAS;BAUGU;UTE GLOBAL I;230.0;BAUGU-2B;90022;-12.7302;-38.4812
NE;Nordeste;BA;Bahia;CEC CANDEIAS;BAUGD;UTE GLOBAL II;230.0;BAUGD-2A;93770;-12.7300;-38.4821
NE;Nordeste;BA;Bahia;CEC CANDEIAS;BAUGD;UTE GLOBAL II;230.0;BAUGD-2B;90017;-12.7300;-38.4821
NE;Nordeste;BA;Bahia;IMETAME;BAUPR;UTE PROSPERIDAD;230.0;BAUPR-2A;5021;-12.4992;-38.2072
NE;Nordeste;BA;Bahia;STATKRAFT;BAVSE;VTS STA EUGENIA;500.0;BAVSE-5A;8377;-11.4287;-42.1681
NE;Nordeste;CE;Ceará;CHESF;CEABA;ABAIARA;230.0;CEABA-2A;8344;-7.3915;-38.9718
NE;Nordeste;CE;Ceará;LIGHT MILAGRES I;CEABA2;ABAIARA II;230.0;CEAB2-2A;95788;-7.3915;-38.9708
NE;Nordeste;CE;Ceará;CHESF;CEAUD;ACARAU II;69.0;CEAUD-0B;6112;-2.9274;-40.1136
NE;Nordeste;CE;Ceará;CHESF;CEAUD;ACARAU II;230.0;CEAUD-2A;5486;-2.9274;-40.1136
NE;Nordeste;CE;Ceará;ARGO;CEAUT;ACARAU III;230.0;CEAUT-2A;5923;-2.9355;-40.1054
NE;Nordeste;CE;Ceará;ARGO;CEAUT;ACARAU III;500.0;CEAUT-5A;5318;-2.9355;-40.1054
NE;Nordeste;CE;Ceará;CHESF;CEALX;ALEX;230.0;CEALX-2A;8163;-5.2704;-37.9675
NE;Nordeste;CE;Ceará;CHESF;CEAQR;AQUIRAZ II;69.0;CEAQR-0A;5383;-3.9275;-38.4020
NE;Nordeste;CE;Ceará;CHESF;CEAQR;AQUIRAZ II;230.0;CEAQR-2A;5381;-3.9275;-38.4020
NE;Nordeste;CE;Ceará;CPFL ENERGIAS;CEARC2;ARACATI II;230.0;CEARC22A;5434;-4.4880;-37.7631
NE;Nordeste;CE;Ceará;CHESF;CEBNB;BANABUIU;69.0;CEBNB-0A;5423;-5.3051;-38.9126
NE;Nordeste;CE;Ceará;CHESF;CEBNB;BANABUIU;230.0;CEBNB-2A;5421;-5.3051;-38.9126
NE;Nordeste;CE;Ceará;APODI I;CECAL;CALCARIO;230.0;CECAL-2A;5035;-5.0347;-37.7850
NE;Nordeste;CE;Ceará;CHESF;CECPE;CAUIPE;69.0;CECPE-0A;5653;-3.6943;-38.8705
NE;Nordeste;CE;Ceará;CHESF;CECPE;CAUIPE;230.0;CECPE-2A;5651;-3.6943;-38.8705
NE;Nordeste;CE;Ceará;DOM PEDRO II;CECRA2;CRATO II;69.0;CECRA20A;8320;-7.1908;-39.3803
NE;Nordeste;CE;Ceará;DOM PEDRO II;CECRA2;CRATO II;230.0;CECRA22A;8319;-7.1908;-39.3803
NE;Nordeste;CE;Ceará;CHESF;CEDMG;DELM. GOUVEIA;69.0;CEDMG-0A;5473;-3.7874;-38.5155
NE;Nordeste;CE;Ceará;CHESF;CEDMG;DELM. GOUVEIA;230.0;CEDMG-2A;5471;-3.7874;-38.5155
NE;Nordeste;CE;Ceará;PORTO PECEM;CEPCM;ENERGIA PECEM;230.0;CEPCM-2A;5656;-3.5820;-38.8726
NE;Nordeste;CE;Ceará;ALEX I;CEUFAL;FAZENDA ALEX;230.0;CEUFAL2A;92381;-5.2697;-37.9679
NE;Nordeste;CE;Ceará;CHESF;CEFTZ;FORTALEZA;69.0;CEFTZ-0A;5453;-3.8284;-38.5404
NE;Nordeste;CE;Ceará;CHESF;CEFTZ;FORTALEZA;230.0;CEFTZ-2A;5452;-3.8284;-38.5404
NE;Nordeste;CE;Ceará;CHESF;CEFZD;FORTALEZA II;230.0;CEFZD-2A;5458;-3.8325;-38.5426
NE;Nordeste;CE;Ceará;CHESF;CEFZD;FORTALEZA II;500.0;CEFZD-5A;5451;-3.8325;-38.5426
NE;Nordeste;CE;Ceará;CHESF;CEIBD;IBIAPINA II;69.0;CEIBD-0A;6013;-3.8994;-41.1887
NE;Nordeste;CE;Ceará;CHESF;CEIBD;IBIAPINA II;230.0;CEIBD-2A;6011;-3.8994;-41.1887
NE;Nordeste;CE;Ceará;EOL ICARAÍ I;CESEIC;ICARAI;230.0;CESEIC2A;6766;-3.0953;-39.6016
NE;Nordeste;CE;Ceará;CPFL ENERGIAS;CEUCZS;ICARAIZINHO SE;230.0;CEUCZS2A;5537;-3.0190;-39.6791
NE;Nordeste;CE;Ceará;CHESF;CEICO;ICO;69.0;CEICO-0A;5633;-6.4093;-38.8815
NE;Nordeste;CE;Ceará;CHESF;CEICO;ICO;230.0;CEICO-2A;5631;-6.4093;-38.8815
NE;Nordeste;CE;Ceará;ITAREMA V;CEITC;ITAREMA V;230.0;CEITC-2A;6649;-2.9653;-39.8894
NE;Nordeste;CE;Ceará;DUNAS;CEJGII;JAGUARUANA II;230.0;CEJGII2A;5925;-4.9291;-37.6836
NE;Nordeste;CE;Ceará;DUNAS;CEJGII;JAGUARUANA II;500.0;CEJGII5A;5924;-4.9291;-37.6836
NE;Nordeste;CE;Ceará;E DOS VENTOS VII;CESJAN;JANDAIA;230.0;CESJAN2A;8240;-4.4088;-37.8442
NE;Nordeste;CE;Ceará;CPFL MARACANAÚ;CEMAU;MARACANAU II;69.0;CEMAU-0A;5083;-3.9083;-38.6476
NE;Nordeste;CE;Ceará;CPFL MARACANAÚ;CEMAU;MARACANAU II;230.0;CEMAU-2A;5081;-3.9083;-38.6476
NE;Nordeste;CE;Ceará;FORMOSA;CEMPD;MASSAPE II;230.0;CEMPD-2A;5527;-3.5630;-40.3427
NE;Nordeste;CE;Ceará;CHESF;CEMTD;MAURITI II;230.0;CEMTD-2A;7911;-7.3660;-38.7810
NE;Nordeste;CE;Ceará;CHESF;CEMLG;MILAGRES;69.0;CEMLG-0C;5413;-7.3069;-38.9384
NE;Nordeste;CE;Ceará;CHESF;CEMLG;MILAGRES;230.0;CEMLG-2A;5411;-7.3069;-38.9384
NE;Nordeste;CE;Ceará;CHESF;CEMLG;MILAGRES;500.0;CEMLG-5A;5408;-7.3069;-38.9384
NE;Nordeste;CE;Ceará;ARGO VIII;CEMLD;MILAGRES II;500.0;CEMLD-5A;5380;-7.3443;-38.9240
NE;Nordeste;CE;Ceará;DUNAS;CEPCT;PACATUBA;69.0;CEPCT-0A;5855;-3.9004;-38.5412
NE;Nordeste;CE;Ceará;DUNAS;CEPCT;PACATUBA;230.0;CEPCT-2A;5853;-3.9004;-38.5412
